size;resolution;nanoseconds
3;320x180;42400
2;160x90;10900
1;80x45;3300
5;1280x720;1018500
4;640x360;168500
3;320x180;45800
2;160x90;10900
1;80x45;2800
5;1280x720;1032900
4;640x360;167800
3;320x180;47200
2;160x90;10500
1;80x45;3600
5;1280x720;947100
4;640x360;175800
3;320x180;42400
2;160x90;10300
1;80x45;3300
5;1280x720;1144000
4;640x360;200400
3;320x180;42300
2;160x90;11600
1;80x45;2900
5;1280x720;1035500
4;640x360;174000
3;320x180;43000
2;160x90;10600
1;80x45;3000
5;1280x720;900000
4;640x360;173700
3;320x180;42500
2;160x90;10700
1;80x45;2800
5;1280x720;970300
4;640x360;178100
3;320x180;44400
2;160x90;10800
1;80x45;2700
5;1280x720;1014100
4;640x360;176200
3;320x180;42900
2;160x90;10300
1;80x45;3100
5;1280x720;1058000
4;640x360;193400
3;320x180;73700
2;160x90;10800
1;80x45;2800
5;1280x720;922100
4;640x360;180500
3;320x180;44100
2;160x90;10700
1;80x45;2900
5;1280x720;906700
4;640x360;174600
3;320x180;42800
2;160x90;10700
1;80x45;2700
5;1280x720;972700
4;640x360;167600
3;320x180;42800
2;160x90;27100
1;80x45;2900
5;1280x720;877400
4;640x360;173900
3;320x180;42900
2;160x90;10500
1;80x45;2600
5;1280x720;903800
4;640x360;169300
3;320x180;41900
2;160x90;10400
1;80x45;2900
5;1280x720;925900
4;640x360;169300
3;320x180;43200
2;160x90;10600
1;80x45;3100
5;1280x720;980500
4;640x360;179700
3;320x180;43900
2;160x90;10800
1;80x45;3200
5;1280x720;951300
4;640x360;166700
3;320x180;45500
2;160x90;10300
1;80x45;2600
5;1280x720;896000
4;640x360;233000
3;320x180;54600
2;160x90;11000
1;80x45;3500
5;1280x720;1107400
4;640x360;176700
3;320x180;42800
2;160x90;11200
1;80x45;2600
5;1280x720;1044200
4;640x360;171000
3;320x180;42800
2;160x90;10700
1;80x45;3100
5;1280x720;919500
4;640x360;186700
3;320x180;45600
2;160x90;11200
1;80x45;3000
5;1280x720;1015900
4;640x360;176800
3;320x180;42500
2;160x90;10300
1;80x45;3500
5;1280x720;1066300
4;640x360;168800
3;320x180;50500
2;160x90;10600
1;80x45;3100
5;1280x720;991200
4;640x360;170000
3;320x180;44200
2;160x90;10400
1;80x45;7800
5;1280x720;894500
4;640x360;170700
3;320x180;42700
2;160x90;10300
1;80x45;2700
5;1280x720;923000
4;640x360;164200
3;320x180;45300
2;160x90;10100
1;80x45;3200
5;1280x720;957300
4;640x360;176000
3;320x180;43400
2;160x90;10900
1;80x45;2900
5;1280x720;888500
4;640x360;175000
3;320x180;44900
2;160x90;10800
1;80x45;2900
5;1280x720;878600
4;640x360;177300
3;320x180;42900
2;160x90;11200
1;80x45;2600
5;1280x720;1118300
4;640x360;214100
3;320x180;42000
2;160x90;10300
1;80x45;3300
5;1280x720;930300
4;640x360;182900
3;320x180;43700
2;160x90;10600
1;80x45;2800
5;1280x720;1120300
4;640x360;173500
3;320x180;46000
2;160x90;10200
1;80x45;2800
5;1280x720;947100
4;640x360;172800
3;320x180;44500
2;160x90;11100
1;80x45;2700
5;1280x720;935900
4;640x360;169300
3;320x180;41600
2;160x90;10600
1;80x45;2800
5;1280x720;1058900
4;640x360;169200
3;320x180;45900
2;160x90;10400
1;80x45;3400
5;1280x720;30949700
4;640x360;179800
3;320x180;46900
2;160x90;11200
1;80x45;2800
5;1280x720;898800
4;640x360;177000
3;320x180;43700
2;160x90;10600
1;80x45;3200
5;1280x720;1175200
4;640x360;224200
3;320x180;44800
2;160x90;10700
1;80x45;3500
5;1280x720;962100
4;640x360;208300
3;320x180;50500
2;160x90;10700
1;80x45;2700
5;1280x720;1152600
4;640x360;169800
3;320x180;42600
2;160x90;14600
1;80x45;3000
5;1280x720;902200
4;640x360;173600
3;320x180;43200
2;160x90;10800
1;80x45;2700
5;1280x720;1133800
4;640x360;185200
3;320x180;42800
2;160x90;10400
1;80x45;3300
5;1280x720;1145300
4;640x360;185000
3;320x180;43700
2;160x90;10700
1;80x45;2700
5;1280x720;1083300
4;640x360;168200
3;320x180;46800
2;160x90;10500
1;80x45;3300
5;1280x720;969300
4;640x360;172900
3;320x180;48000
2;160x90;10700
1;80x45;2800
5;1280x720;959200
4;640x360;183600
3;320x180;60500
2;160x90;10400
1;80x45;3000
5;1280x720;1145100
4;640x360;181200
3;320x180;42200
2;160x90;10800
1;80x45;2700
5;1280x720;940900
4;640x360;173000
3;320x180;43300
2;160x90;19000
1;80x45;3100
5;1280x720;1145000
4;640x360;184900
3;320x180;43800
2;160x90;10700
1;80x45;3200
5;1280x720;989100
4;640x360;175900
3;320x180;77700
2;160x90;10900
1;80x45;3100
5;1280x720;1090400
4;640x360;175500
3;320x180;41900
2;160x90;10300
1;80x45;2700
5;1280x720;1028600
4;640x360;176000
3;320x180;42400
2;160x90;10600
1;80x45;2800
5;1280x720;1065900
4;640x360;176400
3;320x180;46500
2;160x90;10700
1;80x45;3100
5;1280x720;1037100
4;640x360;175700
3;320x180;42300
2;160x90;10200
1;80x45;2900
5;1280x720;1070000
4;640x360;171900
3;320x180;42700
2;160x90;10500
1;80x45;2900
5;1280x720;930100
4;640x360;172800
3;320x180;41800
2;160x90;10300
1;80x45;2900
5;1280x720;934000
4;640x360;192600
3;320x180;42000
2;160x90;10900
1;80x45;7300
5;1280x720;958800
4;640x360;174800
3;320x180;41700
2;160x90;10700
1;80x45;2800
5;1280x720;916100
4;640x360;175300
3;320x180;48200
2;160x90;10700
1;80x45;3000
5;1280x720;889800
4;640x360;173400
3;320x180;43600
2;160x90;10400
1;80x45;3300
5;1280x720;1038500
4;640x360;169100
3;320x180;47500
2;160x90;10700
1;80x45;2700
5;1280x720;1215900
4;640x360;194000
3;320x180;42600
2;160x90;10500
1;80x45;2800
5;1280x720;1053300
4;640x360;229700
3;320x180;42300
2;160x90;10600
1;80x45;2700
5;1280x720;960000
4;640x360;171100
3;320x180;46800
2;160x90;10300
1;80x45;3100
5;1280x720;1173600
4;640x360;179600
3;320x180;44300
2;160x90;11300
1;80x45;2600
5;1280x720;904400
4;640x360;174700
3;320x180;43400
2;160x90;10700
1;80x45;3100
5;1280x720;931800
4;640x360;177000
3;320x180;42100
2;160x90;10600
1;80x45;2700
5;1280x720;1084400
4;640x360;204300
3;320x180;43800
2;160x90;10200
1;80x45;2800
5;1280x720;1020400
4;640x360;205600
3;320x180;44100
2;160x90;10500
1;80x45;3200
5;1280x720;985800
4;640x360;180400
3;320x180;41600
2;160x90;10900
1;80x45;3000
5;1280x720;1066200
4;640x360;176900
3;320x180;41900
2;160x90;10300
1;80x45;2700
5;1280x720;949700
4;640x360;220900
3;320x180;42300
2;160x90;10300
1;80x45;3000
5;1280x720;1106200
4;640x360;197100
3;320x180;46000
2;160x90;10300
1;80x45;2700
5;1280x720;918600
4;640x360;201800
3;320x180;41200
2;160x90;10500
1;80x45;2800
5;1280x720;903500
4;640x360;181000
3;320x180;42700
2;160x90;10800
1;80x45;2800
5;1280x720;1077900
4;640x360;172700
3;320x180;41900
2;160x90;10700
1;80x45;3300
5;1280x720;1043500
4;640x360;183400
3;320x180;44000
2;160x90;11000
1;80x45;2700
5;1280x720;902300
4;640x360;181700
3;320x180;42500
2;160x90;10500
1;80x45;3400
5;1280x720;1318200
4;640x360;199900
3;320x180;45800
2;160x90;11600
1;80x45;3100
5;1280x720;968100
4;640x360;171500
3;320x180;43500
2;160x90;10200
1;80x45;3300
5;1280x720;985800
4;640x360;180200
3;320x180;42500
2;160x90;10900
1;80x45;2700
5;1280x720;1042900
4;640x360;174500
3;320x180;42100
2;160x90;10600
1;80x45;2800
5;1280x720;1379900
4;640x360;208300
3;320x180;44100
2;160x90;10800
1;80x45;3900
5;1280x720;970900
4;640x360;180900
3;320x180;43000
2;160x90;10600
1;80x45;3000
5;1280x720;1030600
4;640x360;178200
3;320x180;43800
2;160x90;10900
1;80x45;2700
5;1280x720;937700
4;640x360;174100
3;320x180;41900
2;160x90;10600
1;80x45;3300
5;1280x720;979400
4;640x360;198300
3;320x180;43300
2;160x90;10500
1;80x45;3000
5;1280x720;879400
4;640x360;174700
3;320x180;42600
2;160x90;10200
1;80x45;2800
5;1280x720;1026900
4;640x360;169200
3;320x180;42200
2;160x90;10600
1;80x45;2700
5;1280x720;1011000
4;640x360;173900
3;320x180;42100
2;160x90;10900
1;80x45;7800
5;1280x720;1101200
4;640x360;183700
3;320x180;46900
2;160x90;11000
1;80x45;3200
5;1280x720;1067600
4;640x360;174400
3;320x180;42200
2;160x90;10700
1;80x45;3100
5;1280x720;928900
4;640x360;172700
3;320x180;86400
2;160x90;11000
1;80x45;2800
5;1280x720;966700
4;640x360;174700
3;320x180;42500
2;160x90;11100
1;80x45;2800
5;1280x720;1090700
4;640x360;169300
3;320x180;50100
2;160x90;11200
1;80x45;2700
5;1280x720;940300
4;640x360;187300
3;320x180;42800
2;160x90;11300
1;80x45;2900
5;1280x720;947700
4;640x360;173300
3;320x180;42500
2;160x90;10600
1;80x45;3000
5;1280x720;930000
4;640x360;211800
3;320x180;74000
2;160x90;10800
1;80x45;3000
5;1280x720;1099900
4;640x360;187400
3;320x180;45900
2;160x90;11400
1;80x45;3500
5;1280x720;1020300
4;640x360;183200
3;320x180;43900
2;160x90;11500
1;80x45;3000
5;1280x720;961900
4;640x360;180500
3;320x180;45600
2;160x90;12000
1;80x45;2900
5;1280x720;909300
4;640x360;168200
3;320x180;42500
2;160x90;11100
1;80x45;7300
5;1280x720;933200
4;640x360;175200
3;320x180;42800
2;160x90;11100
1;80x45;2800
5;1280x720;912900
4;640x360;170500
3;320x180;42500
2;160x90;10600
1;80x45;7600
5;1280x720;1271000
4;640x360;204500
3;320x180;42600
2;160x90;10600
1;80x45;2600
5;1280x720;935700
4;640x360;186200
3;320x180;45400
2;160x90;11000
1;80x45;3400
5;1280x720;1072200
4;640x360;189000
3;320x180;45600
2;160x90;11300
1;80x45;3200
5;1280x720;1236000
4;640x360;188900
3;320x180;45300
2;160x90;11900
1;80x45;3000
5;1280x720;871000
4;640x360;170400
3;320x180;42600
2;160x90;10700
1;80x45;2600
5;1280x720;950600
4;640x360;170700
3;320x180;41700
2;160x90;14700
1;80x45;3100
5;1280x720;940300
4;640x360;167000
3;320x180;42600
2;160x90;10800
1;80x45;2700
5;1280x720;1148000
4;640x360;167000
3;320x180;42000
2;160x90;10600
1;80x45;3300
5;1280x720;915900
4;640x360;175900
3;320x180;44700
2;160x90;11300
1;80x45;2800
5;1280x720;1139100
4;640x360;176900
3;320x180;43400
2;160x90;10200
1;80x45;2800
5;1280x720;1019400
4;640x360;171400
3;320x180;43600
2;160x90;10700
1;80x45;2700
5;1280x720;910800
4;640x360;168200
3;320x180;41900
2;160x90;14900
1;80x45;3100
5;1280x720;1010900
4;640x360;176300
3;320x180;42500
2;160x90;10700
1;80x45;2700
5;1280x720;1023100
4;640x360;209600
3;320x180;48600
2;160x90;11200
1;80x45;3400
5;1280x720;939200
4;640x360;184800
3;320x180;44400
2;160x90;11300
1;80x45;2800
5;1280x720;1087600
4;640x360;188800
3;320x180;45900
2;160x90;11400
1;80x45;3100
5;1280x720;966000
4;640x360;167400
3;320x180;47700
2;160x90;10200
1;80x45;3100
5;1280x720;899100
4;640x360;177200
3;320x180;42800
2;160x90;10500
1;80x45;3300
5;1280x720;1171600
4;640x360;167300
3;320x180;47800
2;160x90;10600
1;80x45;2700
5;1280x720;979800
4;640x360;169500
3;320x180;43200
2;160x90;10200
1;80x45;2900
5;1280x720;890300
4;640x360;167100
3;320x180;44500
2;160x90;10700
1;80x45;6900
5;1280x720;917800
4;640x360;169400
3;320x180;47100
2;160x90;10500
1;80x45;3500
5;1280x720;1127900
4;640x360;176300
3;320x180;43000
2;160x90;10600
1;80x45;2800
5;1280x720;1127500
4;640x360;167600
3;320x180;47100
2;160x90;11100
1;80x45;3100
5;1280x720;914700
4;640x360;179800
3;320x180;43300
2;160x90;10600
1;80x45;3100
5;1280x720;970900
4;640x360;174900
3;320x180;41800
2;160x90;10900
1;80x45;2800
5;1280x720;1133300
4;640x360;174800
3;320x180;42600
2;160x90;10600
1;80x45;2700
5;1280x720;877600
4;640x360;174600
3;320x180;49800
2;160x90;12300
1;80x45;20800
5;1280x720;920200
4;640x360;167000
3;320x180;43600
2;160x90;15300
1;80x45;3000
5;1280x720;1006300
4;640x360;191000
3;320x180;42300
2;160x90;10200
1;80x45;2900
5;1280x720;1365500
4;640x360;180000
3;320x180;45700
2;160x90;11700
1;80x45;2900
5;1280x720;1067500
4;640x360;196300
3;320x180;44600
2;160x90;20900
1;80x45;2900
5;1280x720;915500
4;640x360;172600
3;320x180;41400
2;160x90;10400
1;80x45;3100
5;1280x720;970700
4;640x360;176000
3;320x180;40200
2;160x90;10300
1;80x45;2900
5;1280x720;950900
4;640x360;183200
3;320x180;42900
2;160x90;10300
1;80x45;3100
5;1280x720;918200
4;640x360;170600
3;320x180;41500
2;160x90;10100
1;80x45;2800
5;1280x720;1192300
4;640x360;172000
3;320x180;43000
2;160x90;11000
1;80x45;2800
5;1280x720;1118500
4;640x360;167800
3;320x180;47200
2;160x90;10400
1;80x45;3000
5;1280x720;1020300
4;640x360;175800
3;320x180;42500
2;160x90;10500
1;80x45;2600
5;1280x720;1034000
4;640x360;183500
3;320x180;44500
2;160x90;10700
1;80x45;3000
5;1280x720;1052400
4;640x360;168000
3;320x180;41200
2;160x90;10600
1;80x45;2600
5;1280x720;1039900
4;640x360;171100
3;320x180;51400
2;160x90;11500
1;80x45;2900
5;1280x720;985200
4;640x360;186500
3;320x180;42900
2;160x90;11000
1;80x45;3200
5;1280x720;960200
4;640x360;174700
3;320x180;42100
2;160x90;10600
1;80x45;2800
5;1280x720;908200
4;640x360;172600
3;320x180;44500
2;160x90;10600
1;80x45;2600
5;1280x720;1291400
4;640x360;220900
3;320x180;52700
2;160x90;10200
1;80x45;3100
5;1280x720;1019500
4;640x360;200900
3;320x180;45500
2;160x90;11100
1;80x45;7400
5;1280x720;980100
4;640x360;188800
3;320x180;45200
2;160x90;11100
1;80x45;3000
5;1280x720;1146800
4;640x360;183300
3;320x180;44900
2;160x90;11200
1;80x45;2800
5;1280x720;1039600
4;640x360;188500
3;320x180;45300
2;160x90;11000
1;80x45;3600
5;1280x720;896600
4;640x360;174600
3;320x180;47900
2;160x90;10400
1;80x45;2700
5;1280x720;1076800
4;640x360;170100
3;320x180;42700
2;160x90;10200
1;80x45;2800
5;1280x720;1155200
4;640x360;168200
3;320x180;42700
2;160x90;11100
1;80x45;2700
5;1280x720;925400
4;640x360;169500
3;320x180;48100
2;160x90;10300
1;80x45;3200
5;1280x720;990600
4;640x360;191900
3;320x180;47300
2;160x90;11400
1;80x45;2800
5;1280x720;1106600
4;640x360;180900
3;320x180;43500
2;160x90;27400
1;80x45;2900
5;1280x720;1104500
4;640x360;184900
3;320x180;44000
2;160x90;11000
1;80x45;3200
5;1280x720;966900
4;640x360;168400
3;320x180;42000
2;160x90;10600
1;80x45;3100
5;1280x720;926100
4;640x360;181000
3;320x180;42500
2;160x90;10400
1;80x45;2600
5;1280x720;1169900
4;640x360;274500
3;320x180;43200
2;160x90;10500
1;80x45;3300
5;1280x720;1186700
4;640x360;264100
3;320x180;51500
2;160x90;10600
1;80x45;3100
5;1280x720;892100
4;640x360;178900
3;320x180;42200
2;160x90;10500
1;80x45;2800
5;1280x720;1008400
4;640x360;191000
3;320x180;62600
2;160x90;11200
1;80x45;3200
5;1280x720;1035600
4;640x360;171500
3;320x180;42800
2;160x90;15100
1;80x45;3000
5;1280x720;938400
4;640x360;173500
3;320x180;42900
2;160x90;10700
1;80x45;3600
5;1280x720;967000
4;640x360;191400
3;320x180;46500
2;160x90;11200
1;80x45;3000
5;1280x720;1088200
4;640x360;187100
3;320x180;46400
2;160x90;11400
1;80x45;2900
5;1280x720;952400
4;640x360;193100
3;320x180;43800
2;160x90;10700
1;80x45;3000
5;1280x720;1018500
4;640x360;170400
3;320x180;43400
2;160x90;11000
1;80x45;2800
5;1280x720;1064300
4;640x360;177300
3;320x180;42900
2;160x90;11000
1;80x45;3500
5;1280x720;1197900
4;640x360;175400
3;320x180;43300
2;160x90;10800
1;80x45;3200
5;1280x720;1001700
4;640x360;170100
3;320x180;46800
2;160x90;11200
1;80x45;2800
5;1280x720;899500
4;640x360;192000
3;320x180;43400
2;160x90;10500
1;80x45;2700
5;1280x720;888300
4;640x360;168600
3;320x180;43100
2;160x90;10700
1;80x45;3300
5;1280x720;895800
4;640x360;166700
3;320x180;44100
2;160x90;10600
1;80x45;3000
5;1280x720;1197500
4;640x360;174400
3;320x180;42000
2;160x90;10400
1;80x45;2800
5;1280x720;990400
4;640x360;170800
3;320x180;48000
2;160x90;10700
1;80x45;3100
5;1280x720;908600
4;640x360;180600
3;320x180;43800
2;160x90;10900
1;80x45;3100
5;1280x720;921800
4;640x360;175600
3;320x180;43600
2;160x90;10900
1;80x45;3000
5;1280x720;1227500
4;640x360;170500
3;320x180;41400
2;160x90;10900
1;80x45;2800
5;1280x720;1060400
4;640x360;177800
3;320x180;42600
2;160x90;10600
1;80x45;2800
5;1280x720;1026900
4;640x360;191000
3;320x180;85000
2;160x90;11200
1;80x45;3000
5;1280x720;995800
4;640x360;187200
3;320x180;45100
2;160x90;11400
1;80x45;3200
5;1280x720;1094400
4;640x360;220900
3;320x180;45600
2;160x90;10600
1;80x45;2800
5;1280x720;990400
4;640x360;178900
3;320x180;51800
2;160x90;10300
1;80x45;2600
5;1280x720;966800
4;640x360;182100
3;320x180;46600
2;160x90;11200
1;80x45;2900
5;1280x720;1049000
4;640x360;205600
3;320x180;56200
2;160x90;11200
1;80x45;2800
5;1280x720;888800
4;640x360;171000
3;320x180;41800
2;160x90;10300
1;80x45;3200
5;1280x720;887500
4;640x360;176000
3;320x180;40600
2;160x90;10500
1;80x45;3100
5;1280x720;1316000
4;640x360;173400
3;320x180;42500
2;160x90;10600
1;80x45;2800
5;1280x720;962300
4;640x360;205200
3;320x180;52700
2;160x90;11800
1;80x45;2900
5;1280x720;1097400
4;640x360;181100
3;320x180;42600
2;160x90;10400
1;80x45;2900
5;1280x720;957800
4;640x360;175100
3;320x180;77600
2;160x90;13300
1;80x45;3200
5;1280x720;1073700
4;640x360;182500
3;320x180;43200
2;160x90;10600
1;80x45;2900
5;1280x720;1059000
4;640x360;175100
3;320x180;42700
2;160x90;10700
1;80x45;2700
5;1280x720;923200
4;640x360;181900
3;320x180;43600
2;160x90;10300
1;80x45;2800
5;1280x720;1183300
4;640x360;231000
3;320x180;42100
2;160x90;10800
1;80x45;3100
5;1280x720;891900
4;640x360;168300
3;320x180;42200
2;160x90;14300
1;80x45;3000
5;1280x720;1070600
4;640x360;170600
3;320x180;47200
2;160x90;11200
1;80x45;3000
5;1280x720;1033700
4;640x360;168900
3;320x180;42700
2;160x90;10800
1;80x45;3100
5;1280x720;889100
4;640x360;177700
3;320x180;41900
2;160x90;10900
1;80x45;2700
5;1280x720;1052600
4;640x360;170100
3;320x180;45500
2;160x90;11100
1;80x45;2900
5;1280x720;883800
4;640x360;170500
3;320x180;42700
2;160x90;10400
1;80x45;3200
5;1280x720;913600
4;640x360;174500
3;320x180;42600
2;160x90;11000
1;80x45;2800
5;1280x720;2456500
4;640x360;395200
3;320x180;96200
2;160x90;24500
1;80x45;6300
5;1280x720;893500
4;640x360;176600
3;320x180;42300
2;160x90;10800
1;80x45;2800
5;1280x720;1199500
4;640x360;239500
3;320x180;46600
2;160x90;10800
1;80x45;2700
5;1280x720;1519200
4;640x360;295200
3;320x180;81800
2;160x90;11900
1;80x45;3300
5;1280x720;1049700
4;640x360;176300
3;320x180;42700
2;160x90;14300
1;80x45;18400
5;1280x720;1104600
4;640x360;203200
3;320x180;44800
2;160x90;10600
1;80x45;2800
5;1280x720;2260900
4;640x360;456100
3;320x180;96700
2;160x90;25000
1;80x45;6700
5;1280x720;1183300
4;640x360;169600
3;320x180;47100
2;160x90;10800
1;80x45;3000
5;1280x720;1127400
4;640x360;174900
3;320x180;42500
2;160x90;10700
1;80x45;2700
5;1280x720;924200
4;640x360;176300
3;320x180;41900
2;160x90;10400
1;80x45;3300
5;1280x720;2086700
4;640x360;453700
3;320x180;92700
2;160x90;23100
1;80x45;6100
5;1280x720;950300
4;640x360;175600
3;320x180;42900
2;160x90;10500
1;80x45;2800
5;1280x720;931300
4;640x360;177400
3;320x180;41000
2;160x90;10400
1;80x45;3100
5;1280x720;2141700
4;640x360;392100
3;320x180;113900
2;160x90;24700
1;80x45;6700
5;1280x720;876400
4;640x360;172800
3;320x180;42500
2;160x90;10300
1;80x45;2700
5;1280x720;1539400
4;640x360;414300
3;320x180;104300
2;160x90;25000
1;80x45;6600
5;1280x720;1496700
4;640x360;173300
3;320x180;43800
2;160x90;10300
1;80x45;3200
5;1280x720;1020200
4;640x360;178900
3;320x180;44800
2;160x90;10700
1;80x45;2900
5;1280x720;1157000
4;640x360;184200
3;320x180;44600
2;160x90;11200
1;80x45;2800
5;1280x720;2510200
4;640x360;429800
3;320x180;96900
2;160x90;24200
1;80x45;6500
5;1280x720;1993000
4;640x360;383300
3;320x180;100000
2;160x90;24700
1;80x45;6300
5;1280x720;1120500
4;640x360;204800
3;320x180;43800
2;160x90;10200
1;80x45;2800
5;1280x720;922400
4;640x360;167800
3;320x180;44800
2;160x90;10300
1;80x45;2600
5;1280x720;999800
4;640x360;199600
3;320x180;44700
2;160x90;10600
1;80x45;2900
5;1280x720;1001600
4;640x360;173200
3;320x180;42100
2;160x90;11900
1;80x45;2700
5;1280x720;1304100
4;640x360;438000
3;320x180;138000
2;160x90;24200
1;80x45;6600
5;1280x720;888200
4;640x360;176700
3;320x180;42100
2;160x90;10400
1;80x45;2600
5;1280x720;1605000
4;640x360;175300
3;320x180;43500
2;160x90;10500
1;80x45;2800
5;1280x720;942300
4;640x360;169200
3;320x180;43000
2;160x90;10400
1;80x45;2700
5;1280x720;1798400
4;640x360;345500
3;320x180;83500
2;160x90;21300
1;80x45;5900
5;1280x720;3204700
4;640x360;212200
3;320x180;42200
2;160x90;10600
1;80x45;2700
5;1280x720;974200
4;640x360;175500
3;320x180;48700
2;160x90;10800
1;80x45;3300
5;1280x720;1014700
4;640x360;173600
3;320x180;43300
2;160x90;10800
1;80x45;2600
5;1280x720;919100
4;640x360;175200
3;320x180;44300
2;160x90;10400
1;80x45;3500
5;1280x720;2142300
4;640x360;392300
3;320x180;96900
2;160x90;34200
1;80x45;6600
5;1280x720;976100
4;640x360;362700
3;320x180;136700
2;160x90;25900
1;80x45;6700
5;1280x720;1017900
4;640x360;166600
3;320x180;43700
2;160x90;10600
1;80x45;3200
5;1280x720;1195600
4;640x360;179400
3;320x180;43300
2;160x90;11100
1;80x45;3300
5;1280x720;2237300
4;640x360;394700
3;320x180;98200
2;160x90;24300
1;80x45;6300
5;1280x720;874200
4;640x360;167700
3;320x180;41700
2;160x90;9900
1;80x45;2800
5;1280x720;919600
4;640x360;175700
3;320x180;41500
2;160x90;10300
1;80x45;2700
5;1280x720;928600
4;640x360;188500
3;320x180;51300
2;160x90;10500
1;80x45;3300
5;1280x720;1493100
4;640x360;176800
3;320x180;43300
2;160x90;11600
1;80x45;2700
5;1280x720;1450600
4;640x360;345900
3;320x180;44000
2;160x90;11100
1;80x45;2900
5;1280x720;947400
4;640x360;168800
3;320x180;42200
2;160x90;15500
1;80x45;3000
5;1280x720;919400
4;640x360;178000
3;320x180;42200
2;160x90;10600
1;80x45;3300
5;1280x720;917700
4;640x360;172200
3;320x180;44600
2;160x90;10800
1;80x45;3100
5;1280x720;1007000
4;640x360;178900
3;320x180;48000
2;160x90;15000
1;80x45;4500
5;1280x720;1191100
4;640x360;202800
3;320x180;44700
2;160x90;11400
1;80x45;3400
5;1280x720;1567500
4;640x360;231200
3;320x180;55400
2;160x90;14300
1;80x45;4100
5;1280x720;897300
4;640x360;168600
3;320x180;42900
2;160x90;26800
1;80x45;2700
5;1280x720;1061700
4;640x360;178800
3;320x180;42600
2;160x90;10300
1;80x45;2900
5;1280x720;1115900
4;640x360;171200
3;320x180;41400
2;160x90;10700
1;80x45;3000
5;1280x720;1055300
4;640x360;183200
3;320x180;41200
2;160x90;10200
1;80x45;2800
5;1280x720;956300
4;640x360;167300
3;320x180;45000
2;160x90;11100
1;80x45;3000
5;1280x720;1191500
4;640x360;174000
3;320x180;43500
2;160x90;11000
1;80x45;2800
5;1280x720;1573400
4;640x360;449700
3;320x180;118100
2;160x90;27500
1;80x45;7300
5;1280x720;958100
4;640x360;169400
3;320x180;41900
2;160x90;14500
1;80x45;3400
5;1280x720;1840700
4;640x360;332300
3;320x180;81700
2;160x90;39300
1;80x45;20500
5;1280x720;904600
4;640x360;174300
3;320x180;42000
2;160x90;10500
1;80x45;2900
5;1280x720;1311100
4;640x360;309900
3;320x180;65300
2;160x90;17000
1;80x45;4600
5;1280x720;3170800
4;640x360;383200
3;320x180;99700
2;160x90;24500
1;80x45;6600
5;1280x720;1508500
4;640x360;390100
3;320x180;97700
2;160x90;24800
1;80x45;8000
5;1280x720;1426700
4;640x360;200700
3;320x180;54500
2;160x90;10400
1;80x45;3100
5;1280x720;2214600
4;640x360;486500
3;320x180;106500
2;160x90;40700
1;80x45;6400
5;1280x720;988900
4;640x360;428000
3;320x180;101900
2;160x90;32100
1;80x45;6500
5;1280x720;907600
4;640x360;168600
3;320x180;42600
2;160x90;10600
1;80x45;2600
5;1280x720;919400
4;640x360;174600
3;320x180;43400
2;160x90;10200
1;80x45;3200
5;1280x720;1254100
4;640x360;197600
3;320x180;70300
2;160x90;11400
1;80x45;2800
5;1280x720;1083900
4;640x360;175500
3;320x180;40900
2;160x90;10600
1;80x45;3200
5;1280x720;983700
4;640x360;180800
3;320x180;45200
2;160x90;11300
1;80x45;2800
5;1280x720;968100
4;640x360;188300
3;320x180;45600
2;160x90;11400
1;80x45;3000
5;1280x720;945400
4;640x360;173900
3;320x180;42500
2;160x90;10700
1;80x45;3100
5;1280x720;1975300
4;640x360;389300
3;320x180;95300
2;160x90;24100
1;80x45;6800
5;1280x720;914000
4;640x360;173000
3;320x180;53600
2;160x90;13200
1;80x45;2700
5;1280x720;1312500
4;640x360;238000
3;320x180;43000
2;160x90;11100
1;80x45;2800
5;1280x720;878600
4;640x360;213800
3;320x180;73300
2;160x90;13900
1;80x45;3300
5;1280x720;960000
4;640x360;168000
3;320x180;41300
2;160x90;16000
1;80x45;3800
5;1280x720;1061900
4;640x360;182000
3;320x180;79900
2;160x90;11100
1;80x45;2900
5;1280x720;1032200
4;640x360;285500
3;320x180;59700
2;160x90;10500
1;80x45;3400
5;1280x720;1049800
4;640x360;173600
3;320x180;42900
2;160x90;10700
1;80x45;2700
5;1280x720;886200
4;640x360;175600
3;320x180;41600
2;160x90;10600
1;80x45;3300
5;1280x720;967300
4;640x360;174100
3;320x180;44000
2;160x90;10500
1;80x45;2700
5;1280x720;917800
4;640x360;169400
3;320x180;41800
2;160x90;10200
1;80x45;2800
5;1280x720;1168200
4;640x360;172400
3;320x180;40600
2;160x90;10800
1;80x45;2900
5;1280x720;2399100
4;640x360;383200
3;320x180;99200
2;160x90;23000
1;80x45;6800
5;1280x720;997400
4;640x360;182100
3;320x180;46400
2;160x90;16900
1;80x45;3600
5;1280x720;1308400
4;640x360;208700
3;320x180;43200
2;160x90;10800
1;80x45;2900
5;1280x720;1210000
4;640x360;194000
3;320x180;45100
2;160x90;11000
1;80x45;2800
5;1280x720;994700
4;640x360;171900
3;320x180;42300
2;160x90;10300
1;80x45;3100
5;1280x720;1002700
4;640x360;168900
3;320x180;43000
2;160x90;10400
1;80x45;2700
5;1280x720;1049600
4;640x360;203100
3;320x180;51300
2;160x90;11100
1;80x45;3400
