size;resolution;window_size;nanoseconds
1;80x45;5x5;795700
1;80x45;7x7;3227200
1;80x45;9x9;4595300
1;80x45;11x11;5967900
1;80x45;13x13;7548300
1;80x45;15x15;628500
5;1280x720;3x3;3064600
5;1280x720;5x5;2694800
5;1280x720;7x7;36190600
5;1280x720;9x9;4446500
5;1280x720;11x11;39232400
5;1280x720;13x13;3028900
5;1280x720;15x15;43077700
4;640x360;3x3;29582200
4;640x360;5x5;1685000
4;640x360;7x7;1210000
4;640x360;9x9;26656700
4;640x360;11x11;32398500
4;640x360;13x13;16293500
4;640x360;15x15;31151700
3;320x180;3x3;15842800
3;320x180;5x5;10568400
3;320x180;7x7;832800
3;320x180;9x9;701200
3;320x180;11x11;1676200
3;320x180;13x13;29867900
3;320x180;15x15;17217300
2;160x90;3x3;15809200
2;160x90;5x5;14901100
2;160x90;7x7;14949200
2;160x90;9x9;2027500
2;160x90;11x11;12769400
2;160x90;13x13;31759200
2;160x90;15x15;16484600
1;80x45;3x3;17370500
1;80x45;5x5;971300
1;80x45;7x7;807600
1;80x45;9x9;938000
1;80x45;11x11;22071500
1;80x45;13x13;11851100
1;80x45;15x15;16081500
5;1280x720;3x3;2576400
5;1280x720;5x5;2724600
5;1280x720;7x7;3510100
5;1280x720;9x9;3246600
5;1280x720;11x11;2608400
5;1280x720;13x13;3047900
5;1280x720;15x15;3248300
4;640x360;3x3;1023700
4;640x360;5x5;729800
4;640x360;7x7;1116400
4;640x360;9x9;1511700
4;640x360;11x11;1447600
4;640x360;13x13;898800
4;640x360;15x15;1075400
3;320x180;3x3;1057800
3;320x180;5x5;1044100
3;320x180;7x7;735600
3;320x180;9x9;949300
3;320x180;11x11;635200
3;320x180;13x13;509000
3;320x180;15x15;790500
2;160x90;3x3;702900
2;160x90;5x5;578200
2;160x90;7x7;590700
2;160x90;9x9;551100
2;160x90;11x11;516400
2;160x90;13x13;560900
2;160x90;15x15;456100
1;80x45;3x3;564000
1;80x45;5x5;708800
1;80x45;7x7;364300
1;80x45;9x9;565300
1;80x45;11x11;351800
1;80x45;13x13;465000
1;80x45;15x15;460300
5;1280x720;3x3;32150900
5;1280x720;5x5;3486200
5;1280x720;7x7;28614600
5;1280x720;9x9;35041900
5;1280x720;11x11;32954500
5;1280x720;13x13;31583400
5;1280x720;15x15;32393200
4;640x360;3x3;15314800
4;640x360;5x5;1831600
4;640x360;7x7;2029000
4;640x360;9x9;1950900
4;640x360;11x11;17850300
4;640x360;13x13;31424800
4;640x360;15x15;31658300
3;320x180;3x3;15956600
3;320x180;5x5;16696200
3;320x180;7x7;15979500
3;320x180;9x9;16648700
3;320x180;11x11;15155200
3;320x180;13x13;16149900
3;320x180;15x15;16839700
2;160x90;3x3;31481300
2;160x90;5x5;608900
2;160x90;7x7;535400
2;160x90;9x9;4656200
2;160x90;11x11;11492100
2;160x90;13x13;661700
2;160x90;15x15;1048400
1;80x45;3x3;1425900
1;80x45;5x5;8794100
1;80x45;7x7;28137400
1;80x45;9x9;653100
1;80x45;11x11;33381300
1;80x45;13x13;3701600
1;80x45;15x15;851000
5;1280x720;3x3;2573100
5;1280x720;5x5;2949000
5;1280x720;7x7;2578800
5;1280x720;9x9;2428200
5;1280x720;11x11;2722700
5;1280x720;13x13;2613700
5;1280x720;15x15;3567700
4;640x360;3x3;820900
4;640x360;5x5;757700
4;640x360;7x7;778100
4;640x360;9x9;785100
4;640x360;11x11;840200
4;640x360;13x13;861400
4;640x360;15x15;896500
3;320x180;3x3;554500
3;320x180;5x5;630800
3;320x180;7x7;506800
3;320x180;9x9;540400
3;320x180;11x11;540200
3;320x180;13x13;533200
3;320x180;15x15;519900
2;160x90;3x3;468300
2;160x90;5x5;421900
2;160x90;7x7;459500
2;160x90;9x9;423000
2;160x90;11x11;426000
2;160x90;13x13;415600
2;160x90;15x15;540900
1;80x45;3x3;429600
1;80x45;5x5;398600
1;80x45;7x7;424500
1;80x45;9x9;421700
1;80x45;11x11;410300
1;80x45;13x13;430800
1;80x45;15x15;409700
5;1280x720;3x3;3321800
5;1280x720;5x5;31308800
5;1280x720;7x7;16105000
5;1280x720;9x9;31686700
5;1280x720;11x11;46208600
5;1280x720;13x13;45615700
5;1280x720;15x15;37159200
4;640x360;3x3;1253000
4;640x360;5x5;1605500
4;640x360;7x7;1582400
4;640x360;9x9;22647600
4;640x360;11x11;930600
4;640x360;13x13;13348800
4;640x360;15x15;33687300
3;320x180;3x3;6082000
3;320x180;5x5;40648800
3;320x180;7x7;16722400
3;320x180;9x9;676100
3;320x180;11x11;30716100
3;320x180;13x13;31261900
3;320x180;15x15;1101900
2;160x90;3x3;1599600
2;160x90;5x5;3699400
2;160x90;7x7;5934400
2;160x90;9x9;807100
2;160x90;11x11;549000
2;160x90;13x13;629700
2;160x90;15x15;7966700
1;80x45;3x3;23238200
1;80x45;5x5;904100
1;80x45;7x7;820400
1;80x45;9x9;1858200
1;80x45;11x11;552800
1;80x45;13x13;639000
1;80x45;15x15;629600
5;1280x720;3x3;2718100
5;1280x720;5x5;4020600
5;1280x720;7x7;3052900
5;1280x720;9x9;3405000
5;1280x720;11x11;3382100
5;1280x720;13x13;3172100
5;1280x720;15x15;3811000
4;640x360;3x3;1859200
4;640x360;5x5;1508100
4;640x360;7x7;1218000
4;640x360;9x9;1564800
4;640x360;11x11;1223200
4;640x360;13x13;1884200
4;640x360;15x15;3282700
3;320x180;3x3;1662200
3;320x180;5x5;706400
3;320x180;7x7;16230800
3;320x180;9x9;846000
3;320x180;11x11;1022300
3;320x180;13x13;942900
3;320x180;15x15;891600
2;160x90;3x3;39259100
2;160x90;5x5;613900
2;160x90;7x7;771000
2;160x90;9x9;1081900
2;160x90;11x11;723800
2;160x90;13x13;570000
2;160x90;15x15;31376400
1;80x45;3x3;14900100
1;80x45;5x5;615800
1;80x45;7x7;1422400
1;80x45;9x9;464700
1;80x45;11x11;457700
1;80x45;13x13;1018000
1;80x45;15x15;31303700
5;1280x720;3x3;18577700
5;1280x720;5x5;13673400
5;1280x720;7x7;48015800
5;1280x720;9x9;3775500
5;1280x720;11x11;13783900
5;1280x720;13x13;16311000
5;1280x720;15x15;28091000
4;640x360;3x3;1607100
4;640x360;5x5;1360000
4;640x360;7x7;1947400
4;640x360;9x9;789100
4;640x360;11x11;1345700
4;640x360;13x13;875600
4;640x360;15x15;1205300
3;320x180;3x3;1190800
3;320x180;5x5;1614800
3;320x180;7x7;2218600
3;320x180;9x9;955400
3;320x180;11x11;583600
3;320x180;13x13;645000
3;320x180;15x15;637600
2;160x90;3x3;769600
2;160x90;5x5;706400
2;160x90;7x7;445200
2;160x90;9x9;590400
2;160x90;11x11;499000
2;160x90;13x13;448900
2;160x90;15x15;418900
1;80x45;3x3;457100
1;80x45;5x5;428900
1;80x45;7x7;412700
1;80x45;9x9;427100
1;80x45;11x11;415700
1;80x45;13x13;427600
1;80x45;15x15;467200
5;1280x720;3x3;44727800
5;1280x720;5x5;2580200
5;1280x720;7x7;54291400
5;1280x720;9x9;5078000
5;1280x720;11x11;33121500
5;1280x720;13x13;46451000
5;1280x720;15x15;5649600
4;640x360;3x3;16847800
4;640x360;5x5;16481500
4;640x360;7x7;15295700
4;640x360;9x9;29626100
4;640x360;11x11;30252000
4;640x360;13x13;16461500
4;640x360;15x15;23069400
3;320x180;3x3;1896200
3;320x180;5x5;2162000
3;320x180;7x7;5327300
3;320x180;9x9;1288400
3;320x180;11x11;16412200
3;320x180;13x13;15898500
3;320x180;15x15;15055400
2;160x90;3x3;31326500
2;160x90;5x5;30866700
2;160x90;7x7;30941500
2;160x90;9x9;16750100
2;160x90;11x11;476600
2;160x90;13x13;976200
2;160x90;15x15;1000400
1;80x45;3x3;25476500
1;80x45;5x5;15478100
1;80x45;7x7;16085700
1;80x45;9x9;15987400
1;80x45;11x11;16221500
1;80x45;13x13;31548000
1;80x45;15x15;16025400
5;1280x720;3x3;2220900
5;1280x720;5x5;1878500
5;1280x720;7x7;2024400
5;1280x720;9x9;2150200
5;1280x720;11x11;2410300
5;1280x720;13x13;2350700
5;1280x720;15x15;2773500
4;640x360;3x3;872200
4;640x360;5x5;825300
4;640x360;7x7;770700
4;640x360;9x9;809600
4;640x360;11x11;735100
4;640x360;13x13;775800
4;640x360;15x15;797800
3;320x180;3x3;393000
3;320x180;5x5;380200
3;320x180;7x7;540800
3;320x180;9x9;431200
3;320x180;11x11;480000
3;320x180;13x13;502500
3;320x180;15x15;424500
2;160x90;3x3;303300
2;160x90;5x5;339300
2;160x90;7x7;330800
2;160x90;9x9;321100
2;160x90;11x11;317900
2;160x90;13x13;376600
2;160x90;15x15;367800
1;80x45;3x3;311900
1;80x45;5x5;394100
1;80x45;7x7;390900
1;80x45;9x9;412400
1;80x45;11x11;453000
1;80x45;13x13;333500
1;80x45;15x15;307900
5;1280x720;3x3;3332300
5;1280x720;5x5;47773200
5;1280x720;7x7;47646000
5;1280x720;9x9;47800300
5;1280x720;11x11;3372900
5;1280x720;13x13;52512600
5;1280x720;15x15;29653800
4;640x360;3x3;15461600
4;640x360;5x5;16468600
4;640x360;7x7;32202100
4;640x360;9x9;2874700
4;640x360;11x11;2012300
4;640x360;13x13;31561800
4;640x360;15x15;31395700
3;320x180;3x3;30602300
3;320x180;5x5;29979500
3;320x180;7x7;1176500
3;320x180;9x9;749400
3;320x180;11x11;1336400
3;320x180;13x13;12020000
3;320x180;15x15;977300
2;160x90;3x3;21836900
2;160x90;5x5;846000
2;160x90;7x7;21883700
2;160x90;9x9;658900
2;160x90;11x11;699500
2;160x90;13x13;31525100
2;160x90;15x15;762900
1;80x45;3x3;39612900
1;80x45;5x5;15636600
1;80x45;7x7;829200
1;80x45;9x9;12292600
1;80x45;11x11;31649600
1;80x45;13x13;25189600
1;80x45;15x15;1904100
5;1280x720;3x3;1878800
5;1280x720;5x5;1699900
5;1280x720;7x7;2161100
5;1280x720;9x9;2163100
5;1280x720;11x11;2988600
5;1280x720;13x13;3874800
5;1280x720;15x15;2819400
4;640x360;3x3;836300
4;640x360;5x5;1103000
4;640x360;7x7;904100
4;640x360;9x9;838200
4;640x360;11x11;781900
4;640x360;13x13;894100
4;640x360;15x15;939200
3;320x180;3x3;480900
3;320x180;5x5;450100
3;320x180;7x7;386000
3;320x180;9x9;391500
3;320x180;11x11;398000
3;320x180;13x13;412200
3;320x180;15x15;442100
2;160x90;3x3;310400
2;160x90;5x5;353700
2;160x90;7x7;316500
2;160x90;9x9;325500
2;160x90;11x11;409100
2;160x90;13x13;431100
2;160x90;15x15;1336300
1;80x45;3x3;361700
1;80x45;5x5;696700
1;80x45;7x7;594100
1;80x45;9x9;645800
1;80x45;11x11;1027600
1;80x45;13x13;435000
1;80x45;15x15;447500
5;1280x720;3x3;46820000
5;1280x720;5x5;43703200
5;1280x720;7x7;7330700
5;1280x720;9x9;24184800
5;1280x720;11x11;3250600
5;1280x720;13x13;19741800
5;1280x720;15x15;22502700
4;640x360;3x3;14596700
4;640x360;5x5;30832400
4;640x360;7x7;5183900
4;640x360;9x9;1382800
4;640x360;11x11;1640200
4;640x360;13x13;1344600
4;640x360;15x15;1977200
3;320x180;3x3;7278600
3;320x180;5x5;10575300
3;320x180;7x7;14669300
3;320x180;9x9;19397200
3;320x180;11x11;18403900
3;320x180;13x13;1219800
3;320x180;15x15;1632200
2;160x90;3x3;853600
2;160x90;5x5;3247200
2;160x90;7x7;4983300
2;160x90;9x9;7377400
2;160x90;11x11;838600
2;160x90;13x13;630500
2;160x90;15x15;609200
1;80x45;3x3;521500
1;80x45;5x5;2279600
1;80x45;7x7;3082600
1;80x45;9x9;4519500
1;80x45;11x11;6022000
1;80x45;13x13;7559300
1;80x45;15x15;583500
5;1280x720;3x3;18086400
5;1280x720;5x5;6295600
5;1280x720;7x7;9498900
5;1280x720;9x9;44985400
5;1280x720;11x11;3820400
5;1280x720;13x13;26547300
5;1280x720;15x15;47366800
4;640x360;3x3;6102400
4;640x360;5x5;2247800
4;640x360;7x7;1725300
4;640x360;9x9;30893600
4;640x360;11x11;13898300
4;640x360;13x13;16455500
4;640x360;15x15;15228700
3;320x180;3x3;31197000
3;320x180;5x5;16014100
3;320x180;7x7;824300
3;320x180;9x9;648200
3;320x180;11x11;27669800
3;320x180;13x13;30439300
3;320x180;15x15;31391400
2;160x90;3x3;11668600
2;160x90;5x5;15660900
2;160x90;7x7;31096500
2;160x90;9x9;31388100
2;160x90;11x11;571000
2;160x90;13x13;1210300
2;160x90;15x15;1176600
1;80x45;3x3;675600
1;80x45;5x5;36520100
1;80x45;7x7;16027400
1;80x45;9x9;16074500
1;80x45;11x11;31372700
1;80x45;13x13;31532600
1;80x45;15x15;32055400
5;1280x720;3x3;2395000
5;1280x720;5x5;2005200
5;1280x720;7x7;2178700
5;1280x720;9x9;2523700
5;1280x720;11x11;3097700
5;1280x720;13x13;2690400
5;1280x720;15x15;2971500
4;640x360;3x3;982600
4;640x360;5x5;865500
4;640x360;7x7;1102500
4;640x360;9x9;844000
4;640x360;11x11;784600
4;640x360;13x13;849200
4;640x360;15x15;1025700
3;320x180;3x3;433800
3;320x180;5x5;422700
3;320x180;7x7;653800
3;320x180;9x9;552200
3;320x180;11x11;541000
3;320x180;13x13;574800
3;320x180;15x15;585700
2;160x90;3x3;322200
2;160x90;5x5;358500
2;160x90;7x7;370900
2;160x90;9x9;325200
2;160x90;11x11;347800
2;160x90;13x13;353900
2;160x90;15x15;347800
1;80x45;3x3;319200
1;80x45;5x5;329400
1;80x45;7x7;368000
1;80x45;9x9;331600
1;80x45;11x11;333800
1;80x45;13x13;324500
1;80x45;15x15;322600
5;1280x720;3x3;44410900
5;1280x720;5x5;28797800
5;1280x720;7x7;31272100
5;1280x720;9x9;46250200
5;1280x720;11x11;25631900
5;1280x720;13x13;4371700
5;1280x720;15x15;34149700
4;640x360;3x3;31402000
4;640x360;5x5;13833900
4;640x360;7x7;1359100
4;640x360;9x9;2199500
4;640x360;11x11;16327700
4;640x360;13x13;31247100
4;640x360;15x15;16952700
3;320x180;3x3;15745200
3;320x180;5x5;31451700
3;320x180;7x7;14935800
3;320x180;9x9;1297500
3;320x180;11x11;935400
3;320x180;13x13;4896000
3;320x180;15x15;1173300
2;160x90;3x3;697600
2;160x90;5x5;21625700
2;160x90;7x7;766400
2;160x90;9x9;18297500
2;160x90;11x11;3542700
2;160x90;13x13;11521700
2;160x90;15x15;26684300
1;80x45;3x3;555500
1;80x45;5x5;19049700
1;80x45;7x7;30997000
1;80x45;9x9;875900
1;80x45;11x11;32368600
1;80x45;13x13;31487000
1;80x45;15x15;1461800
5;1280x720;3x3;2473800
5;1280x720;5x5;1955800
5;1280x720;7x7;2319600
5;1280x720;9x9;2063100
5;1280x720;11x11;2382400
5;1280x720;13x13;2380500
5;1280x720;15x15;2638500
4;640x360;3x3;812300
4;640x360;5x5;743000
4;640x360;7x7;701200
4;640x360;9x9;738000
4;640x360;11x11;828700
4;640x360;13x13;874000
4;640x360;15x15;887400
3;320x180;3x3;403700
3;320x180;5x5;436100
3;320x180;7x7;413900
3;320x180;9x9;448900
3;320x180;11x11;462400
3;320x180;13x13;448600
3;320x180;15x15;776300
2;160x90;3x3;378000
2;160x90;5x5;390400
2;160x90;7x7;332300
2;160x90;9x9;352300
2;160x90;11x11;335600
2;160x90;13x13;360100
2;160x90;15x15;523000
1;80x45;3x3;545600
1;80x45;5x5;341800
1;80x45;7x7;320900
1;80x45;9x9;311700
1;80x45;11x11;321700
1;80x45;13x13;352800
1;80x45;15x15;353200
5;1280x720;3x3;45707000
5;1280x720;5x5;31600800
5;1280x720;7x7;30474700
5;1280x720;9x9;3718200
5;1280x720;11x11;15811900
5;1280x720;13x13;37608900
5;1280x720;15x15;31124000
4;640x360;3x3;16057700
4;640x360;5x5;30887500
4;640x360;7x7;1412100
4;640x360;9x9;14990500
4;640x360;11x11;31171100
4;640x360;13x13;13469300
4;640x360;15x15;2530400
3;320x180;3x3;848100
3;320x180;5x5;1040700
3;320x180;7x7;857900
3;320x180;9x9;724000
3;320x180;11x11;1077100
3;320x180;13x13;935500
3;320x180;15x15;2705900
2;160x90;3x3;981000
2;160x90;5x5;1996100
2;160x90;7x7;3085300
2;160x90;9x9;4749000
2;160x90;11x11;6816400
2;160x90;13x13;9301500
2;160x90;15x15;12272900
1;80x45;3x3;1537200
1;80x45;5x5;1435400
1;80x45;7x7;2128800
1;80x45;9x9;3170100
1;80x45;11x11;4341100
1;80x45;13x13;6084700
1;80x45;15x15;7607100
5;1280x720;3x3;2318800
5;1280x720;5x5;3231900
5;1280x720;7x7;23902000
5;1280x720;9x9;3347900
5;1280x720;11x11;31807100
5;1280x720;13x13;9475600
5;1280x720;15x15;50691800
4;640x360;3x3;31693900
4;640x360;5x5;15924800
4;640x360;7x7;1119000
4;640x360;9x9;1207500
4;640x360;11x11;1658900
4;640x360;13x13;29944000
4;640x360;15x15;31316300
3;320x180;3x3;16122600
3;320x180;5x5;31019700
3;320x180;7x7;29677500
3;320x180;9x9;754800
3;320x180;11x11;769800
3;320x180;13x13;1655800
3;320x180;15x15;14777100
2;160x90;3x3;15650500
2;160x90;5x5;31222800
2;160x90;7x7;31331500
2;160x90;9x9;31749200
2;160x90;11x11;30611400
2;160x90;13x13;14403700
2;160x90;15x15;2141800
1;80x45;3x3;1687500
1;80x45;5x5;909300
1;80x45;7x7;1904200
1;80x45;9x9;16252100
1;80x45;11x11;15870900
1;80x45;13x13;15876600
1;80x45;15x15;15106900
5;1280x720;3x3;2423900
5;1280x720;5x5;1963300
5;1280x720;7x7;2009500
5;1280x720;9x9;1991900
5;1280x720;11x11;2230000
5;1280x720;13x13;2297500
5;1280x720;15x15;2397200
4;640x360;3x3;765500
4;640x360;5x5;720800
4;640x360;7x7;692000
4;640x360;9x9;696900
4;640x360;11x11;730300
4;640x360;13x13;775500
4;640x360;15x15;834800
3;320x180;3x3;397800
3;320x180;5x5;405100
3;320x180;7x7;410100
3;320x180;9x9;432300
3;320x180;11x11;437700
3;320x180;13x13;459300
3;320x180;15x15;441900
2;160x90;3x3;335900
2;160x90;5x5;327800
2;160x90;7x7;334800
2;160x90;9x9;330300
2;160x90;11x11;376500
2;160x90;13x13;458100
2;160x90;15x15;479700
1;80x45;3x3;304700
1;80x45;5x5;343600
1;80x45;7x7;324400
1;80x45;9x9;338000
1;80x45;11x11;321400
1;80x45;13x13;331800
1;80x45;15x15;324200
5;1280x720;3x3;16627600
5;1280x720;5x5;34323200
5;1280x720;7x7;3326800
5;1280x720;9x9;48634200
5;1280x720;11x11;31830000
5;1280x720;13x13;48169400
5;1280x720;15x15;16166700
4;640x360;3x3;2108600
4;640x360;5x5;30555800
4;640x360;7x7;32400000
4;640x360;9x9;31211900
4;640x360;11x11;31623700
4;640x360;13x13;15786800
4;640x360;15x15;15377000
3;320x180;3x3;15832600
3;320x180;5x5;15460000
3;320x180;7x7;15697700
3;320x180;9x9;12316500
3;320x180;11x11;700400
3;320x180;13x13;5145100
3;320x180;15x15;1000900
2;160x90;3x3;1130000
2;160x90;5x5;21636300
2;160x90;7x7;400300
2;160x90;9x9;34824600
2;160x90;11x11;550300
2;160x90;13x13;32197400
2;160x90;15x15;471900
1;80x45;3x3;25032300
1;80x45;5x5;31039600
1;80x45;7x7;596400
1;80x45;9x9;12881000
1;80x45;11x11;30923100
1;80x45;13x13;15859100
1;80x45;15x15;753800
5;1280x720;3x3;3281500
5;1280x720;5x5;2426400
5;1280x720;7x7;2988300
5;1280x720;9x9;2458900
5;1280x720;11x11;2359200
5;1280x720;13x13;2640900
5;1280x720;15x15;2773700
4;640x360;3x3;914600
4;640x360;5x5;790100
4;640x360;7x7;712000
4;640x360;9x9;713000
4;640x360;11x11;768700
4;640x360;13x13;779800
4;640x360;15x15;832500
3;320x180;3x3;466200
3;320x180;5x5;430800
3;320x180;7x7;421900
3;320x180;9x9;453200
3;320x180;11x11;625900
3;320x180;13x13;479200
3;320x180;15x15;542300
2;160x90;3x3;384600
2;160x90;5x5;439900
2;160x90;7x7;356000
2;160x90;9x9;402000
2;160x90;11x11;363500
2;160x90;13x13;360500
2;160x90;15x15;407100
1;80x45;3x3;308000
1;80x45;5x5;394500
1;80x45;7x7;304200
1;80x45;9x9;296800
1;80x45;11x11;302300
1;80x45;13x13;363300
1;80x45;15x15;359700
5;1280x720;3x3;31372600
5;1280x720;5x5;31366900
5;1280x720;7x7;32618200
5;1280x720;9x9;28606300
5;1280x720;11x11;7137800
5;1280x720;13x13;23733600
5;1280x720;15x15;3551900
4;640x360;3x3;31256600
4;640x360;5x5;15435700
4;640x360;7x7;17117200
4;640x360;9x9;14245900
4;640x360;11x11;32031200
4;640x360;13x13;30798400
4;640x360;15x15;4741500
3;320x180;3x3;1658500
3;320x180;5x5;3406600
3;320x180;7x7;6127200
3;320x180;9x9;9143400
3;320x180;11x11;13313300
3;320x180;13x13;726400
3;320x180;15x15;952500
2;160x90;3x3;7259500
2;160x90;5x5;1102900
2;160x90;7x7;1729900
2;160x90;9x9;570600
2;160x90;11x11;476700
2;160x90;13x13;4560000
2;160x90;15x15;551200
1;80x45;3x3;519100
1;80x45;5x5;413800
1;80x45;7x7;11878900
1;80x45;9x9;767800
1;80x45;11x11;424900
1;80x45;13x13;516500
1;80x45;15x15;490900
5;1280x720;3x3;2153400
5;1280x720;5x5;1948400
5;1280x720;7x7;2029100
5;1280x720;9x9;1901900
5;1280x720;11x11;2419900
5;1280x720;13x13;2740400
5;1280x720;15x15;3900700
4;640x360;3x3;1359800
4;640x360;5x5;26688900
4;640x360;7x7;1209700
4;640x360;9x9;1049600
4;640x360;11x11;15061700
4;640x360;13x13;31273500
4;640x360;15x15;8017700
3;320x180;3x3;484900
3;320x180;5x5;491500
3;320x180;7x7;916000
3;320x180;9x9;33529000
3;320x180;11x11;30717200
3;320x180;13x13;31939800
3;320x180;15x15;736000
2;160x90;3x3;662500
2;160x90;5x5;633500
2;160x90;7x7;710100
2;160x90;9x9;32421600
2;160x90;11x11;31445300
2;160x90;13x13;31194300
2;160x90;15x15;31393300
1;80x45;3x3;888900
1;80x45;5x5;1538000
1;80x45;7x7;616300
1;80x45;9x9;32118600
1;80x45;11x11;15342000
1;80x45;13x13;32099700
1;80x45;15x15;32395100
5;1280x720;3x3;2215900
5;1280x720;5x5;1994300
5;1280x720;7x7;1991300
5;1280x720;9x9;2076100
5;1280x720;11x11;2443900
5;1280x720;13x13;2322900
5;1280x720;15x15;2609000
4;640x360;3x3;766900
4;640x360;5x5;629100
4;640x360;7x7;659700
4;640x360;9x9;685400
4;640x360;11x11;712500
4;640x360;13x13;784500
4;640x360;15x15;789600
3;320x180;3x3;405600
3;320x180;5x5;400700
3;320x180;7x7;490700
3;320x180;9x9;493700
3;320x180;11x11;424200
3;320x180;13x13;450000
3;320x180;15x15;467100
2;160x90;3x3;343800
2;160x90;5x5;366000
2;160x90;7x7;389300
2;160x90;9x9;430800
2;160x90;11x11;393000
2;160x90;13x13;528200
2;160x90;15x15;342900
1;80x45;3x3;285300
1;80x45;5x5;303100
1;80x45;7x7;282500
1;80x45;9x9;286000
1;80x45;11x11;280900
1;80x45;13x13;326000
1;80x45;15x15;298100
5;1280x720;3x3;4758000
5;1280x720;5x5;39145700
5;1280x720;7x7;29815400
5;1280x720;9x9;17833400
5;1280x720;11x11;3839700
5;1280x720;13x13;47567100
5;1280x720;15x15;47434000
4;640x360;3x3;1889700
4;640x360;5x5;2130400
4;640x360;7x7;1450600
4;640x360;9x9;37481700
4;640x360;11x11;16048100
4;640x360;13x13;17637500
4;640x360;15x15;16690100
3;320x180;3x3;30626800
3;320x180;5x5;2055700
3;320x180;7x7;15682000
3;320x180;9x9;16023100
3;320x180;11x11;15172100
3;320x180;13x13;1313800
3;320x180;15x15;2053800
2;160x90;3x3;781200
2;160x90;5x5;1072700
2;160x90;7x7;12787900
2;160x90;9x9;30858200
2;160x90;11x11;13774900
2;160x90;13x13;33690600
2;160x90;15x15;16227700
1;80x45;3x3;947500
1;80x45;5x5;16475000
1;80x45;7x7;15234400
1;80x45;9x9;19391200
1;80x45;11x11;31043400
1;80x45;13x13;14974200
1;80x45;15x15;31153800
5;1280x720;3x3;2189700
5;1280x720;5x5;2108000
5;1280x720;7x7;1953500
5;1280x720;9x9;2039700
5;1280x720;11x11;2102600
5;1280x720;13x13;2371800
5;1280x720;15x15;2596300
4;640x360;3x3;768000
4;640x360;5x5;650300
4;640x360;7x7;672200
4;640x360;9x9;738800
4;640x360;11x11;754000
4;640x360;13x13;809700
4;640x360;15x15;828900
3;320x180;3x3;411200
3;320x180;5x5;408500
3;320x180;7x7;436300
3;320x180;9x9;416700
3;320x180;11x11;441300
3;320x180;13x13;446800
3;320x180;15x15;484700
2;160x90;3x3;372000
2;160x90;5x5;334500
2;160x90;7x7;371700
2;160x90;9x9;363100
2;160x90;11x11;389700
2;160x90;13x13;383400
2;160x90;15x15;376100
1;80x45;3x3;323300
1;80x45;5x5;344200
1;80x45;7x7;360700
1;80x45;9x9;337000
1;80x45;11x11;340600
1;80x45;13x13;379200
1;80x45;15x15;362800
5;1280x720;3x3;31855100
5;1280x720;5x5;30726100
5;1280x720;7x7;5921600
5;1280x720;9x9;4507500
5;1280x720;11x11;55444100
5;1280x720;13x13;31549100
5;1280x720;15x15;32968200
4;640x360;3x3;15057700
4;640x360;5x5;31727000
4;640x360;7x7;30408700
4;640x360;9x9;32038700
4;640x360;11x11;16201200
4;640x360;13x13;1034900
4;640x360;15x15;1253600
3;320x180;3x3;1208700
3;320x180;5x5;11442500
3;320x180;7x7;19391900
3;320x180;9x9;1145400
3;320x180;11x11;27448700
3;320x180;13x13;1241600
3;320x180;15x15;936600
2;160x90;3x3;16229300
2;160x90;5x5;1437500
2;160x90;7x7;12795900
2;160x90;9x9;15923400
2;160x90;11x11;14870100
2;160x90;13x13;14726500
2;160x90;15x15;31290900
1;80x45;3x3;23534600
1;80x45;5x5;1826500
1;80x45;7x7;4687900
1;80x45;9x9;6241400
1;80x45;11x11;9289000
1;80x45;13x13;13360600
1;80x45;15x15;18499200
5;1280x720;3x3;2876000
5;1280x720;5x5;2141600
5;1280x720;7x7;2583900
5;1280x720;9x9;2578900
5;1280x720;11x11;2499100
5;1280x720;13x13;2673000
5;1280x720;15x15;2629600
4;640x360;3x3;771400
4;640x360;5x5;673100
4;640x360;7x7;763400
4;640x360;9x9;788000
4;640x360;11x11;815500
4;640x360;13x13;851900
4;640x360;15x15;856100
3;320x180;3x3;381600
3;320x180;5x5;381200
3;320x180;7x7;457800
3;320x180;9x9;471600
3;320x180;11x11;468600
3;320x180;13x13;596800
3;320x180;15x15;542500
2;160x90;3x3;401800
2;160x90;5x5;413700
2;160x90;7x7;431600
2;160x90;9x9;400500
2;160x90;11x11;374000
2;160x90;13x13;412900
2;160x90;15x15;342600
1;80x45;3x3;307700
1;80x45;5x5;288900
1;80x45;7x7;294300
1;80x45;9x9;320600
1;80x45;11x11;292200
1;80x45;13x13;318700
1;80x45;15x15;299700
5;1280x720;3x3;47558100
5;1280x720;5x5;3227800
5;1280x720;7x7;19018300
5;1280x720;9x9;11299700
5;1280x720;11x11;6751400
5;1280x720;13x13;17266500
5;1280x720;15x15;34048700
4;640x360;3x3;1796600
4;640x360;5x5;29301200
4;640x360;7x7;15297500
4;640x360;9x9;27007400
4;640x360;11x11;2025300
4;640x360;13x13;3876300
4;640x360;15x15;6230200
3;320x180;3x3;9165900
3;320x180;5x5;13182100
3;320x180;7x7;12623800
3;320x180;9x9;795500
3;320x180;11x11;791100
3;320x180;13x13;1038200
3;320x180;15x15;837800
2;160x90;3x3;572200
2;160x90;5x5;568100
2;160x90;7x7;621500
2;160x90;9x9;513300
2;160x90;11x11;11708800
2;160x90;13x13;565800
2;160x90;15x15;674900
