size;resolution;nanoseconds
1;80x45;15143700
5;1280x720;1982500
4;640x360;584300
3;320x180;331100
2;160x90;278100
1;80x45;254200
5;1280x720;3732900
4;640x360;873700
3;320x180;1317700
2;160x90;517500
1;80x45;534900
5;1280x720;25953000
4;640x360;1056500
3;320x180;677800
2;160x90;1133800
1;80x45;572200
5;1280x720;1747800
4;640x360;550500
3;320x180;330700
2;160x90;287000
1;80x45;263300
5;1280x720;31908200
4;640x360;15243500
3;320x180;15655600
2;160x90;15536300
1;80x45;15049900
5;1280x720;1895800
4;640x360;601200
3;320x180;414900
2;160x90;382200
1;80x45;357700
5;1280x720;2965300
4;640x360;17456700
3;320x180;14805100
2;160x90;16055100
1;80x45;15027200
5;1280x720;4111300
4;640x360;640300
3;320x180;501000
2;160x90;2841500
1;80x45;636800
5;1280x720;3023900
4;640x360;649700
3;320x180;569800
2;160x90;675600
1;80x45;273100
5;1280x720;46090600
4;640x360;15067500
3;320x180;15033700
2;160x90;15515800
1;80x45;15665500
5;1280x720;2121700
4;640x360;669400
3;320x180;445000
2;160x90;396700
1;80x45;430300
5;1280x720;4186300
4;640x360;1463000
3;320x180;729400
2;160x90;822100
1;80x45;26447400
5;1280x720;6419200
4;640x360;690900
3;320x180;6531000
2;160x90;463400
1;80x45;371400
5;1280x720;2683200
4;640x360;772400
3;320x180;390800
2;160x90;362800
1;80x45;291700
5;1280x720;31166500
4;640x360;14701300
3;320x180;15098500
2;160x90;17560000
1;80x45;13135100
5;1280x720;2915700
4;640x360;804100
3;320x180;480500
2;160x90;409500
1;80x45;322400
5;1280x720;2859400
4;640x360;911200
3;320x180;898000
2;160x90;551700
1;80x45;14177400
5;1280x720;4562200
4;640x360;2435900
3;320x180;851100
2;160x90;693700
1;80x45;1187000
5;1280x720;1949600
4;640x360;624000
3;320x180;363600
2;160x90;356000
1;80x45;320000
5;1280x720;32560800
4;640x360;14795300
3;320x180;15958800
2;160x90;15473300
1;80x45;15870200
5;1280x720;2060500
4;640x360;644800
3;320x180;446100
2;160x90;424700
1;80x45;329500
5;1280x720;2839000
4;640x360;736200
3;320x180;616400
2;160x90;734900
1;80x45;454100
5;1280x720;11107900
4;640x360;13297000
3;320x180;731900
2;160x90;538500
1;80x45;18010200
5;1280x720;1873200
4;640x360;626700
3;320x180;420200
2;160x90;338600
1;80x45;369200
5;1280x720;48041500
4;640x360;15533700
3;320x180;15864800
2;160x90;15063900
1;80x45;15959100
5;1280x720;2084700
4;640x360;587600
3;320x180;449100
2;160x90;422400
1;80x45;367700
5;1280x720;15286300
4;640x360;1441500
3;320x180;1136600
2;160x90;814000
1;80x45;653200
5;1280x720;3137900
4;640x360;814700
3;320x180;1669000
2;160x90;518900
1;80x45;2962800
5;1280x720;2094800
4;640x360;660100
3;320x180;583500
2;160x90;440200
1;80x45;275400
5;1280x720;17464200
4;640x360;13804900
3;320x180;13762200
2;160x90;17018900
1;80x45;13056400
5;1280x720;1835400
4;640x360;573800
3;320x180;410600
2;160x90;337700
1;80x45;292900
5;1280x720;6568800
4;640x360;1418000
3;320x180;564300
2;160x90;567500
1;80x45;838600
5;1280x720;37296500
4;640x360;8307100
3;320x180;919700
2;160x90;733400
1;80x45;630800
5;1280x720;2161600
4;640x360;627600
3;320x180;406500
2;160x90;342900
1;80x45;362600
5;1280x720;45950800
4;640x360;15250700
3;320x180;15693200
2;160x90;15858400
1;80x45;14991300
5;1280x720;1769100
4;640x360;539700
3;320x180;338400
2;160x90;291300
1;80x45;290400
5;1280x720;46978300
4;640x360;15732500
3;320x180;14803600
2;160x90;15677400
1;80x45;15925400
5;1280x720;1905100
4;640x360;627800
3;320x180;373300
2;160x90;333000
1;80x45;288800
5;1280x720;6893400
4;640x360;1310500
3;320x180;544000
2;160x90;488600
1;80x45;643300
5;1280x720;20877400
4;640x360;25767000
3;320x180;14476100
2;160x90;15876200
1;80x45;15990100
5;1280x720;2347300
4;640x360;851500
3;320x180;472800
2;160x90;447500
1;80x45;380400
5;1280x720;63747700
4;640x360;14816300
3;320x180;15213600
2;160x90;14381500
1;80x45;15165300
5;1280x720;2094000
4;640x360;619400
3;320x180;369100
2;160x90;309700
1;80x45;275400
5;1280x720;7760300
4;640x360;1228900
3;320x180;545300
2;160x90;493000
1;80x45;352900
5;1280x720;11160100
4;640x360;901800
3;320x180;11602800
2;160x90;654200
1;80x45;499800
5;1280x720;2208400
4;640x360;769100
3;320x180;417100
2;160x90;335500
1;80x45;319900
5;1280x720;47259900
4;640x360;15132600
3;320x180;12820300
2;160x90;653500
1;80x45;544300
5;1280x720;1920600
4;640x360;634900
3;320x180;399700
2;160x90;344900
1;80x45;305200
5;1280x720;47507100
4;640x360;15118100
3;320x180;15855000
2;160x90;16051100
1;80x45;16021000
5;1280x720;2076000
4;640x360;577200
3;320x180;499200
2;160x90;406000
1;80x45;328000
5;1280x720;28446600
4;640x360;1141100
3;320x180;710300
2;160x90;644100
1;80x45;25996100
5;1280x720;19383600
4;640x360;1474200
3;320x180;453100
2;160x90;3066900
1;80x45;450000
5;1280x720;2030600
4;640x360;595600
3;320x180;337500
2;160x90;319000
1;80x45;267500
5;1280x720;46712000
4;640x360;15504200
3;320x180;15087600
2;160x90;15021500
1;80x45;15434200
5;1280x720;1988300
4;640x360;562600
3;320x180;337900
2;160x90;298600
1;80x45;265900
5;1280x720;46638500
4;640x360;15792100
3;320x180;15972800
2;160x90;16139600
1;80x45;15817700
5;1280x720;1778200
4;640x360;557600
3;320x180;329600
2;160x90;391700
1;80x45;429500
5;1280x720;3446000
4;640x360;888600
3;320x180;561000
2;160x90;18640100
1;80x45;15125400
5;1280x720;26337300
4;640x360;18110500
3;320x180;12495800
2;160x90;15676500
1;80x45;5283500
5;1280x720;2317000
4;640x360;551500
3;320x180;336400
2;160x90;276000
1;80x45;253700
5;1280x720;31428600
4;640x360;15670000
3;320x180;15079700
2;160x90;15218500
1;80x45;15547300
5;1280x720;2262900
4;640x360;775100
3;320x180;417400
2;160x90;349000
1;80x45;279600
5;1280x720;41060200
4;640x360;885000
3;320x180;1196000
2;160x90;633500
1;80x45;640400
5;1280x720;8195600
4;640x360;8767600
3;320x180;459700
2;160x90;11746600
1;80x45;383400
5;1280x720;1992700
4;640x360;569600
3;320x180;465200
2;160x90;465500
1;80x45;435700
5;1280x720;45908800
4;640x360;980700
3;320x180;696100
2;160x90;633300
1;80x45;4437800
5;1280x720;1878500
4;640x360;626100
3;320x180;355400
2;160x90;298000
1;80x45;365300
5;1280x720;48270300
4;640x360;15008500
3;320x180;15158700
2;160x90;15714800
1;80x45;2314600
5;1280x720;2513100
4;640x360;645400
3;320x180;352100
2;160x90;327300
1;80x45;277800
5;1280x720;2411900
4;640x360;755600
3;320x180;607200
2;160x90;883500
1;80x45;814500
5;1280x720;44575300
4;640x360;15924500
3;320x180;15739600
2;160x90;16008400
1;80x45;6563500
5;1280x720;1903900
4;640x360;555000
3;320x180;342700
2;160x90;418800
1;80x45;268700
5;1280x720;51281200
4;640x360;11805000
3;320x180;15995000
2;160x90;15844700
1;80x45;15673800
5;1280x720;1791100
4;640x360;542600
3;320x180;352200
2;160x90;302500
1;80x45;286100
5;1280x720;3784100
4;640x360;23757400
3;320x180;15935700
2;160x90;16422200
1;80x45;15141400
5;1280x720;1969600
4;640x360;602900
3;320x180;379600
2;160x90;281800
1;80x45;257000
5;1280x720;2602900
4;640x360;1279100
3;320x180;15316000
2;160x90;15157000
1;80x45;11955300
5;1280x720;2738100
4;640x360;4334900
3;320x180;514700
2;160x90;438500
1;80x45;11214500
5;1280x720;1734900
4;640x360;619600
3;320x180;333300
2;160x90;381200
1;80x45;421300
5;1280x720;47184200
4;640x360;15634900
3;320x180;15798000
2;160x90;15138200
1;80x45;15670400
5;1280x720;2006300
4;640x360;655100
3;320x180;408600
2;160x90;326400
1;80x45;308300
5;1280x720;7257200
4;640x360;1412000
3;320x180;591200
2;160x90;893800
1;80x45;734300
5;1280x720;41976000
4;640x360;15780000
3;320x180;14956300
2;160x90;15155800
1;80x45;9907100
5;1280x720;1824700
4;640x360;681300
3;320x180;459200
2;160x90;391900
1;80x45;366200
5;1280x720;47052700
4;640x360;14790000
3;320x180;15785700
2;160x90;15368800
1;80x45;16009800
5;1280x720;1868900
4;640x360;650900
3;320x180;368300
2;160x90;314100
1;80x45;276300
5;1280x720;3900000
4;640x360;1092600
3;320x180;14195200
2;160x90;19069600
1;80x45;15493200
5;1280x720;6020800
4;640x360;631200
3;320x180;5739500
2;160x90;439100
1;80x45;7287700
5;1280x720;2908800
4;640x360;854000
3;320x180;578500
2;160x90;528300
1;80x45;16338300
5;1280x720;26499600
4;640x360;1139300
3;320x180;510600
2;160x90;4473500
1;80x45;497800
5;1280x720;1953200
4;640x360;550800
3;320x180;415700
2;160x90;371600
1;80x45;355100
5;1280x720;47157300
4;640x360;15522900
3;320x180;14946800
2;160x90;15780500
1;80x45;15486200
5;1280x720;1804900
4;640x360;544500
3;320x180;323400
2;160x90;406500
1;80x45;370300
5;1280x720;9569200
4;640x360;1503900
3;320x180;475300
2;160x90;571400
1;80x45;610400
5;1280x720;26714100
4;640x360;15421500
3;320x180;15065200
2;160x90;14991600
1;80x45;15885300
5;1280x720;2303500
4;640x360;700600
3;320x180;424500
2;160x90;377300
1;80x45;339200
5;1280x720;47491400
4;640x360;15498500
3;320x180;15443900
2;160x90;15586700
1;80x45;15850100
5;1280x720;1806500
4;640x360;579000
3;320x180;482800
2;160x90;379500
1;80x45;363900
5;1280x720;48372300
4;640x360;14979200
3;320x180;15253800
2;160x90;16043500
1;80x45;15972500
5;1280x720;1852700
4;640x360;601000
3;320x180;342200
2;160x90;282800
1;80x45;253300
5;1280x720;3585200
4;640x360;850400
3;320x180;883300
2;160x90;16228400
1;80x45;15121400
5;1280x720;21048600
4;640x360;15232400
3;320x180;15442000
2;160x90;15626700
1;80x45;8337100
5;1280x720;2396000
4;640x360;854700
3;320x180;539100
2;160x90;322500
1;80x45;283300
5;1280x720;46725300
4;640x360;16250200
3;320x180;15827700
2;160x90;15562000
1;80x45;15320600
5;1280x720;1905400
4;640x360;644200
3;320x180;354900
2;160x90;309600
1;80x45;278300
5;1280x720;22280600
4;640x360;745800
3;320x180;816300
2;160x90;572000
1;80x45;268600
5;1280x720;8353000
4;640x360;918600
3;320x180;8818500
2;160x90;667200
1;80x45;467200
5;1280x720;1819300
4;640x360;555900
3;320x180;330300
2;160x90;283800
1;80x45;254100
5;1280x720;3534900
4;640x360;1032600
3;320x180;577100
2;160x90;508000
1;80x45;435000
5;1280x720;6723400
4;640x360;1868800
3;320x180;1155600
2;160x90;976200
1;80x45;879000
5;1280x720;6336500
4;640x360;1968000
3;320x180;1235200
2;160x90;1090900
1;80x45;1037500
5;1280x720;8076700
4;640x360;2326000
3;320x180;1319500
2;160x90;972600
1;80x45;1008600
5;1280x720;6862200
4;640x360;2061900
3;320x180;1180800
2;160x90;961000
1;80x45;896200
5;1280x720;6993200
4;640x360;1994000
3;320x180;1232700
2;160x90;1014400
1;80x45;912100
5;1280x720;7066400
4;640x360;2456000
3;320x180;1175000
2;160x90;928500
1;80x45;591000
5;1280x720;6379200
4;640x360;1546200
3;320x180;1135500
2;160x90;965800
1;80x45;873200
5;1280x720;6577800
4;640x360;2015700
3;320x180;1244500
2;160x90;1043200
1;80x45;900800
5;1280x720;6765900
4;640x360;1913200
3;320x180;1109600
2;160x90;961300
1;80x45;862800
5;1280x720;6890300
4;640x360;2166500
3;320x180;7024900
2;160x90;8222600
1;80x45;678400
5;1280x720;6514800
4;640x360;1978000
3;320x180;1130100
2;160x90;965100
1;80x45;864800
5;1280x720;6765000
4;640x360;1952700
3;320x180;1270800
2;160x90;1120300
1;80x45;487900
5;1280x720;7012300
4;640x360;2050300
3;320x180;1146100
2;160x90;1037400
1;80x45;893000
5;1280x720;6588200
4;640x360;2197400
3;320x180;804900
2;160x90;583700
1;80x45;492600
5;1280x720;7228000
4;640x360;2485000
3;320x180;1213600
2;160x90;950600
1;80x45;881100
5;1280x720;6808800
4;640x360;2012500
3;320x180;1158700
2;160x90;933100
1;80x45;874100
5;1280x720;6672400
4;640x360;2178600
3;320x180;799600
2;160x90;995200
1;80x45;1007100
5;1280x720;12120700
4;640x360;2210800
3;320x180;1168600
2;160x90;918400
1;80x45;880400
5;1280x720;6647000
4;640x360;1931900
3;320x180;1122200
2;160x90;975900
1;80x45;892000
5;1280x720;6644000
4;640x360;2046000
3;320x180;1172000
2;160x90;1013000
1;80x45;1009400
5;1280x720;6692300
4;640x360;1975700
3;320x180;761100
2;160x90;995700
1;80x45;1009200
5;1280x720;6583100
4;640x360;2273800
3;320x180;809900
2;160x90;591100
1;80x45;505000
5;1280x720;7186800
4;640x360;2165900
3;320x180;1234000
2;160x90;1051600
1;80x45;885800
5;1280x720;6384900
4;640x360;2124400
3;320x180;1114200
2;160x90;1122200
1;80x45;1038200
5;1280x720;6447000
4;640x360;2027000
3;320x180;1261300
2;160x90;1151400
1;80x45;988900
5;1280x720;6463100
4;640x360;1980000
3;320x180;1155700
2;160x90;917300
1;80x45;878500
5;1280x720;5687500
4;640x360;2005100
3;320x180;1211500
2;160x90;1081200
1;80x45;1006100
5;1280x720;6341900
4;640x360;2006300
3;320x180;1330000
2;160x90;1056100
1;80x45;1014200
5;1280x720;6559500
4;640x360;1974600
3;320x180;1153800
2;160x90;939200
1;80x45;878300
5;1280x720;6724200
4;640x360;2040800
3;320x180;1345500
2;160x90;987800
1;80x45;966800
5;1280x720;7033200
4;640x360;2147500
3;320x180;1238300
2;160x90;988700
1;80x45;914700
5;1280x720;6765200
4;640x360;2277300
3;320x180;1049100
2;160x90;1122800
1;80x45;955300
5;1280x720;6628100
4;640x360;2027200
3;320x180;1335400
2;160x90;1194300
1;80x45;1046100
5;1280x720;7020600
4;640x360;2151000
3;320x180;1228100
2;160x90;1064600
1;80x45;1015000
5;1280x720;6627100
4;640x360;1983000
3;320x180;1352000
2;160x90;1013300
1;80x45;498200
5;1280x720;6655200
4;640x360;1965900
3;320x180;1122200
2;160x90;931800
1;80x45;862300
5;1280x720;6878300
4;640x360;2062600
3;320x180;1267200
2;160x90;1098200
1;80x45;1019600
5;1280x720;6427000
4;640x360;2012300
3;320x180;1139300
2;160x90;939200
1;80x45;863300
5;1280x720;6577400
4;640x360;1932100
3;320x180;1120900
2;160x90;931900
1;80x45;882900
5;1280x720;6193200
4;640x360;1920400
3;320x180;1193200
2;160x90;1044100
1;80x45;1033000
5;1280x720;6597700
4;640x360;2035800
3;320x180;1137100
2;160x90;1150900
1;80x45;949100
5;1280x720;6846400
4;640x360;2100300
3;320x180;1269600
2;160x90;1044100
1;80x45;928600
5;1280x720;6672800
4;640x360;1967200
3;320x180;1125300
2;160x90;955400
1;80x45;888900
5;1280x720;6624600
4;640x360;2100600
3;320x180;1238300
2;160x90;965600
1;80x45;863000
5;1280x720;6707100
4;640x360;2052700
3;320x180;1151600
2;160x90;915100
1;80x45;943400
5;1280x720;6878700
4;640x360;1989300
3;320x180;1296600
2;160x90;1003200
1;80x45;1028600
5;1280x720;6904800
4;640x360;2127600
3;320x180;1184300
2;160x90;1231100
1;80x45;1011300
5;1280x720;6514900
4;640x360;1995800
3;320x180;1187300
2;160x90;985800
1;80x45;959200
5;1280x720;6701200
4;640x360;1978600
3;320x180;1137300
2;160x90;954800
1;80x45;944000
5;1280x720;6657400
4;640x360;2011200
3;320x180;767700
2;160x90;524800
1;80x45;452400
5;1280x720;6938200
4;640x360;2020700
3;320x180;1213800
2;160x90;1192400
1;80x45;1103700
5;1280x720;6429800
4;640x360;2209800
3;320x180;1237300
2;160x90;1085700
1;80x45;559100
5;1280x720;6751200
4;640x360;2056300
3;320x180;1163700
2;160x90;978800
1;80x45;907800
5;1280x720;6754800
4;640x360;1992200
3;320x180;755600
2;160x90;620500
1;80x45;980600
5;1280x720;6960400
4;640x360;1949400
3;320x180;1093700
2;160x90;929000
1;80x45;863600
5;1280x720;6917500
4;640x360;2071100
3;320x180;1294800
2;160x90;1038400
1;80x45;926300
5;1280x720;6957900
4;640x360;1680300
3;320x180;1247200
2;160x90;951300
1;80x45;866500
5;1280x720;6369600
4;640x360;2349300
3;320x180;1173000
2;160x90;1080300
1;80x45;980500
5;1280x720;6889800
4;640x360;2207800
3;320x180;1187300
2;160x90;976900
1;80x45;870300
5;1280x720;6891200
4;640x360;2126800
3;320x180;1215100
2;160x90;942500
1;80x45;872500
5;1280x720;6652400
4;640x360;2045400
3;320x180;1121000
2;160x90;977000
1;80x45;937900
5;1280x720;6383100
4;640x360;1980900
3;320x180;1114000
2;160x90;928300
1;80x45;873300
5;1280x720;6959700
4;640x360;1963300
3;320x180;1149900
2;160x90;934600
1;80x45;885100
5;1280x720;6924600
4;640x360;2174400
3;320x180;868800
2;160x90;569800
1;80x45;503500
5;1280x720;6829900
4;640x360;2012400
3;320x180;1167000
2;160x90;944700
1;80x45;875600
5;1280x720;6654700
4;640x360;2000000
3;320x180;1201300
2;160x90;927200
1;80x45;866700
5;1280x720;6789900
4;640x360;1975000
3;320x180;1168600
2;160x90;932600
1;80x45;876900
5;1280x720;6210500
4;640x360;1493900
3;320x180;1182200
2;160x90;988800
1;80x45;889200
5;1280x720;6588200
4;640x360;2412200
3;320x180;1206800
2;160x90;1013700
1;80x45;979100
5;1280x720;19932600
4;640x360;2219100
3;320x180;1469600
2;160x90;1084300
1;80x45;923700
5;1280x720;6711400
4;640x360;2133100
3;320x180;795300
2;160x90;1053000
1;80x45;993800
5;1280x720;6628900
4;640x360;1992900
3;320x180;800800
2;160x90;539500
1;80x45;488200
5;1280x720;6417600
4;640x360;2214900
3;320x180;840700
2;160x90;1300700
1;80x45;867000
5;1280x720;7035700
4;640x360;2489900
3;320x180;1548500
2;160x90;1295800
1;80x45;1046100
5;1280x720;7110800
4;640x360;1977600
3;320x180;1157000
2;160x90;932700
1;80x45;866900
5;1280x720;6298400
4;640x360;1986900
3;320x180;776800
2;160x90;550400
1;80x45;477700
5;1280x720;6287900
4;640x360;2032400
3;320x180;1251900
2;160x90;1066500
1;80x45;1012200
5;1280x720;6556300
4;640x360;1991100
3;320x180;1182400
2;160x90;956700
1;80x45;896500
5;1280x720;6375800
4;640x360;2153000
3;320x180;860200
2;160x90;610600
1;80x45;510700
5;1280x720;6687100
4;640x360;2003000
3;320x180;1185800
2;160x90;1171700
1;80x45;482400
5;1280x720;6278400
4;640x360;1941400
3;320x180;1224100
2;160x90;1012700
1;80x45;919200
5;1280x720;6311200
4;640x360;2022200
3;320x180;1165600
2;160x90;927100
1;80x45;853600
5;1280x720;6674400
4;640x360;1986500
3;320x180;1203700
2;160x90;951500
1;80x45;494000
5;1280x720;6223500
4;640x360;1963800
3;320x180;1169100
2;160x90;956700
1;80x45;909700
5;1280x720;6457300
4;640x360;1667800
3;320x180;1277500
2;160x90;928500
1;80x45;939200
5;1280x720;6923500
4;640x360;1917200
3;320x180;1163200
2;160x90;898300
1;80x45;887500
5;1280x720;6517900
4;640x360;1945200
3;320x180;1146900
2;160x90;936400
1;80x45;469500
5;1280x720;6712100
4;640x360;1563300
3;320x180;733200
2;160x90;980000
1;80x45;877400
5;1280x720;6604500
4;640x360;2205200
3;320x180;1206500
2;160x90;1054600
1;80x45;997700
5;1280x720;6670800
4;640x360;2021600
3;320x180;1183700
2;160x90;937300
1;80x45;909500
5;1280x720;6599200
4;640x360;2023100
3;320x180;780700
2;160x90;1116900
1;80x45;1050300
5;1280x720;6879200
4;640x360;2129500
3;320x180;1268500
2;160x90;1178100
1;80x45;1041300
5;1280x720;6717600
4;640x360;1912700
3;320x180;1107000
2;160x90;938200
1;80x45;883300
5;1280x720;6734300
4;640x360;7613400
3;320x180;1249000
2;160x90;949800
1;80x45;883600
5;1280x720;6507500
4;640x360;7270700
3;320x180;1325400
2;160x90;1041400
1;80x45;967700
5;1280x720;6619800
4;640x360;1920000
3;320x180;1138000
2;160x90;961000
1;80x45;877900
5;1280x720;7114700
4;640x360;2029100
3;320x180;1249600
2;160x90;1089600
1;80x45;1013900
5;1280x720;6610000
4;640x360;2092400
3;320x180;1454200
2;160x90;1039800
1;80x45;1002300
5;1280x720;2321200
4;640x360;649500
3;320x180;439600
2;160x90;378800
1;80x45;340900
5;1280x720;47321300
4;640x360;991300
3;320x180;612900
2;160x90;844900
1;80x45;730900
5;1280x720;64202100
4;640x360;15691200
3;320x180;493000
2;160x90;1378200
1;80x45;442800
5;1280x720;2013600
4;640x360;587000
3;320x180;332400
2;160x90;287500
1;80x45;284200
5;1280x720;2218400
4;640x360;830100
3;320x180;463800
2;160x90;411600
1;80x45;308500
5;1280x720;2239200
4;640x360;657700
3;320x180;370400
2;160x90;303900
1;80x45;291800
5;1280x720;2916100
4;640x360;713700
3;320x180;620700
2;160x90;375600
1;80x45;353500
5;1280x720;6830800
4;640x360;1569300
3;320x180;717300
2;160x90;537200
1;80x45;461100
5;1280x720;6582500
4;640x360;1905300
3;320x180;1086200
2;160x90;1162700
1;80x45;457800
5;1280x720;6700700
4;640x360;1952000
3;320x180;1143200
2;160x90;929000
1;80x45;972300
5;1280x720;6170300
4;640x360;1944100
3;320x180;1107000
2;160x90;945400
1;80x45;889100
5;1280x720;6909800
4;640x360;2158400
3;320x180;812800
2;160x90;991400
1;80x45;952200
5;1280x720;6675400
4;640x360;2203300
3;320x180;801300
2;160x90;559300
1;80x45;646000
5;1280x720;6872000
4;640x360;1653200
3;320x180;1179100
2;160x90;1118700
1;80x45;1020900
5;1280x720;6648700
4;640x360;2020800
3;320x180;755400
2;160x90;571600
1;80x45;488700
5;1280x720;6933900
4;640x360;2004100
3;320x180;1217200
2;160x90;1003600
1;80x45;1010800
5;1280x720;6290700
4;640x360;1916500
3;320x180;1100400
2;160x90;998300
1;80x45;961100
5;1280x720;6126700
4;640x360;1933400
3;320x180;1131900
2;160x90;936800
1;80x45;863700
5;1280x720;6613600
4;640x360;1973300
3;320x180;1119500
2;160x90;1037100
1;80x45;1155800
5;1280x720;6681400
4;640x360;2077300
3;320x180;777400
2;160x90;1172400
