size;resolution;mask_size;nanoseconds
2;160x90;9x9;331500
2;160x90;11x11;342000
2;160x90;13x13;353500
2;160x90;15x15;373000
1;80x45;3x3;315700
1;80x45;5x5;309300
1;80x45;7x7;303600
1;80x45;9x9;307100
1;80x45;11x11;317700
1;80x45;13x13;336000
1;80x45;15x15;336900
5;1280x720;3x3;2126000
5;1280x720;5x5;2076500
5;1280x720;7x7;2439500
5;1280x720;9x9;2598100
5;1280x720;11x11;2886000
5;1280x720;13x13;3661600
5;1280x720;15x15;4111500
4;640x360;3x3;751000
4;640x360;5x5;857700
4;640x360;7x7;701100
4;640x360;9x9;845500
4;640x360;11x11;951200
4;640x360;13x13;978100
4;640x360;15x15;1063100
3;320x180;3x3;377800
3;320x180;5x5;495700
3;320x180;7x7;409100
3;320x180;9x9;438100
3;320x180;11x11;472700
3;320x180;13x13;483400
3;320x180;15x15;511900
2;160x90;3x3;321100
2;160x90;5x5;335400
2;160x90;7x7;341700
2;160x90;9x9;338600
2;160x90;11x11;353800
2;160x90;13x13;361600
2;160x90;15x15;382100
1;80x45;3x3;304800
1;80x45;5x5;383300
1;80x45;7x7;366400
1;80x45;9x9;318400
1;80x45;11x11;315900
1;80x45;13x13;330100
1;80x45;15x15;344200
5;1280x720;3x3;2350300
5;1280x720;5x5;2341700
5;1280x720;7x7;2241000
5;1280x720;9x9;2524700
5;1280x720;11x11;2956100
5;1280x720;13x13;3543000
5;1280x720;15x15;4045800
4;640x360;3x3;602500
4;640x360;5x5;732600
4;640x360;7x7;740000
4;640x360;9x9;769500
4;640x360;11x11;876800
4;640x360;13x13;995900
4;640x360;15x15;1179300
3;320x180;3x3;392300
3;320x180;5x5;390000
3;320x180;7x7;400000
3;320x180;9x9;441100
3;320x180;11x11;463700
3;320x180;13x13;498500
3;320x180;15x15;525300
2;160x90;3x3;329200
2;160x90;5x5;329300
2;160x90;7x7;337900
2;160x90;9x9;370500
2;160x90;11x11;363600
2;160x90;13x13;372400
2;160x90;15x15;402800
1;80x45;3x3;315400
1;80x45;5x5;314000
1;80x45;7x7;321000
1;80x45;9x9;326700
1;80x45;11x11;344900
1;80x45;13x13;391400
1;80x45;15x15;365300
5;1280x720;3x3;2125600
5;1280x720;5x5;2183300
5;1280x720;7x7;2587400
5;1280x720;9x9;3128800
5;1280x720;11x11;3347800
5;1280x720;13x13;3756300
5;1280x720;15x15;4124800
4;640x360;3x3;656300
4;640x360;5x5;681400
4;640x360;7x7;727700
4;640x360;9x9;841800
4;640x360;11x11;937300
4;640x360;13x13;1055900
4;640x360;15x15;1158900
3;320x180;3x3;425100
3;320x180;5x5;387700
3;320x180;7x7;418700
3;320x180;9x9;437300
3;320x180;11x11;464700
3;320x180;13x13;494800
3;320x180;15x15;519800
2;160x90;3x3;327200
2;160x90;5x5;327200
2;160x90;7x7;336200
2;160x90;9x9;345500
2;160x90;11x11;380400
2;160x90;13x13;370900
2;160x90;15x15;388800
1;80x45;3x3;315600
1;80x45;5x5;314000
1;80x45;7x7;321900
1;80x45;9x9;326800
1;80x45;11x11;337400
1;80x45;13x13;347400
1;80x45;15x15;360900
5;1280x720;3x3;2199700
5;1280x720;5x5;2342700
5;1280x720;7x7;2758700
5;1280x720;9x9;2702800
5;1280x720;11x11;3084700
5;1280x720;13x13;3542800
5;1280x720;15x15;4085300
4;640x360;3x3;4496600
4;640x360;5x5;927900
4;640x360;7x7;796800
4;640x360;9x9;853000
4;640x360;11x11;940800
4;640x360;13x13;1029500
4;640x360;15x15;1150400
3;320x180;3x3;417400
3;320x180;5x5;414700
3;320x180;7x7;473200
3;320x180;9x9;493100
3;320x180;11x11;497600
3;320x180;13x13;512200
3;320x180;15x15;557700
2;160x90;3x3;337900
2;160x90;5x5;367900
2;160x90;7x7;377800
2;160x90;9x9;397400
2;160x90;11x11;381200
2;160x90;13x13;396600
2;160x90;15x15;391600
1;80x45;3x3;308600
1;80x45;5x5;321000
1;80x45;7x7;327000
1;80x45;9x9;321200
1;80x45;11x11;358300
1;80x45;13x13;352500
1;80x45;15x15;353400
5;1280x720;3x3;2135800
5;1280x720;5x5;2425100
5;1280x720;7x7;2546000
5;1280x720;9x9;2681500
5;1280x720;11x11;2974500
5;1280x720;13x13;3666800
5;1280x720;15x15;4009900
4;640x360;3x3;617200
4;640x360;5x5;667600
4;640x360;7x7;737800
4;640x360;9x9;779500
4;640x360;11x11;868000
4;640x360;13x13;974500
4;640x360;15x15;1107400
3;320x180;3x3;387300
3;320x180;5x5;534200
3;320x180;7x7;445700
3;320x180;9x9;444200
3;320x180;11x11;476200
3;320x180;13x13;493400
3;320x180;15x15;530100
2;160x90;3x3;338900
2;160x90;5x5;355000
2;160x90;7x7;382800
2;160x90;9x9;366800
2;160x90;11x11;517300
2;160x90;13x13;434100
2;160x90;15x15;425800
1;80x45;3x3;305800
1;80x45;5x5;303500
1;80x45;7x7;352000
1;80x45;9x9;326100
1;80x45;11x11;354700
1;80x45;13x13;364900
1;80x45;15x15;352800
5;1280x720;3x3;2206600
5;1280x720;5x5;2217700
5;1280x720;7x7;2388200
5;1280x720;9x9;2701000
5;1280x720;11x11;3044300
5;1280x720;13x13;3591500
5;1280x720;15x15;4268100
4;640x360;3x3;763200
4;640x360;5x5;842600
4;640x360;7x7;774200
4;640x360;9x9;785500
4;640x360;11x11;942500
4;640x360;13x13;1035000
4;640x360;15x15;1207100
3;320x180;3x3;509300
3;320x180;5x5;508300
3;320x180;7x7;514700
3;320x180;9x9;533200
3;320x180;11x11;527700
3;320x180;13x13;515100
3;320x180;15x15;536600
2;160x90;3x3;397900
2;160x90;5x5;380100
2;160x90;7x7;372900
2;160x90;9x9;369400
2;160x90;11x11;374500
2;160x90;13x13;395100
2;160x90;15x15;466900
1;80x45;3x3;363300
1;80x45;5x5;361300
1;80x45;7x7;506500
1;80x45;9x9;422200
1;80x45;11x11;498900
1;80x45;13x13;441100
1;80x45;15x15;373700
5;1280x720;3x3;2345200
5;1280x720;5x5;2232400
5;1280x720;7x7;2319300
5;1280x720;9x9;2742700
5;1280x720;11x11;2997600
5;1280x720;13x13;3591400
5;1280x720;15x15;4144200
4;640x360;3x3;655600
4;640x360;5x5;789800
4;640x360;7x7;762100
4;640x360;9x9;805600
4;640x360;11x11;912900
4;640x360;13x13;1020800
4;640x360;15x15;1245800
3;320x180;3x3;690300
3;320x180;5x5;467900
3;320x180;7x7;482900
3;320x180;9x9;495100
3;320x180;11x11;558600
3;320x180;13x13;4631600
3;320x180;15x15;722100
2;160x90;3x3;565500
2;160x90;5x5;385000
2;160x90;7x7;398600
2;160x90;9x9;372700
2;160x90;11x11;405100
2;160x90;13x13;433300
2;160x90;15x15;445300
1;80x45;3x3;319700
1;80x45;5x5;340900
1;80x45;7x7;339000
1;80x45;9x9;348800
1;80x45;11x11;359700
1;80x45;13x13;354700
1;80x45;15x15;365000
5;1280x720;3x3;2261700
5;1280x720;5x5;2189200
5;1280x720;7x7;2374400
5;1280x720;9x9;2626800
5;1280x720;11x11;3051700
5;1280x720;13x13;3654100
5;1280x720;15x15;4023100
4;640x360;3x3;627400
4;640x360;5x5;726800
4;640x360;7x7;778600
4;640x360;9x9;777500
4;640x360;11x11;950100
4;640x360;13x13;1094100
4;640x360;15x15;1159400
3;320x180;3x3;385600
3;320x180;5x5;501100
3;320x180;7x7;438400
3;320x180;9x9;430700
3;320x180;11x11;453300
3;320x180;13x13;483400
3;320x180;15x15;648100
2;160x90;3x3;471900
2;160x90;5x5;457700
2;160x90;7x7;405000
2;160x90;9x9;348700
2;160x90;11x11;357400
2;160x90;13x13;369200
2;160x90;15x15;386300
1;80x45;3x3;307700
1;80x45;5x5;364600
1;80x45;7x7;429300
1;80x45;9x9;333600
1;80x45;11x11;392500
1;80x45;13x13;356300
1;80x45;15x15;353200
5;1280x720;3x3;2340400
5;1280x720;5x5;2275400
5;1280x720;7x7;2525400
5;1280x720;9x9;2845200
5;1280x720;11x11;3162800
5;1280x720;13x13;3755500
5;1280x720;15x15;4453600
4;640x360;3x3;620100
4;640x360;5x5;642100
4;640x360;7x7;714500
4;640x360;9x9;854700
4;640x360;11x11;924300
4;640x360;13x13;1075000
4;640x360;15x15;1254800
3;320x180;3x3;647700
3;320x180;5x5;410900
3;320x180;7x7;470000
3;320x180;9x9;456600
3;320x180;11x11;468900
3;320x180;13x13;488400
3;320x180;15x15;524600
2;160x90;3x3;336900
2;160x90;5x5;337500
2;160x90;7x7;348800
2;160x90;9x9;370500
2;160x90;11x11;365700
2;160x90;13x13;650700
2;160x90;15x15;633700
1;80x45;3x3;319000
1;80x45;5x5;311000
1;80x45;7x7;330100
1;80x45;9x9;328700
1;80x45;11x11;336800
1;80x45;13x13;349200
1;80x45;15x15;356200
5;1280x720;3x3;2124900
5;1280x720;5x5;2110300
5;1280x720;7x7;2362900
5;1280x720;9x9;2641900
5;1280x720;11x11;3085700
5;1280x720;13x13;3569900
5;1280x720;15x15;4025600
4;640x360;3x3;620300
4;640x360;5x5;640500
4;640x360;7x7;696700
4;640x360;9x9;781300
4;640x360;11x11;874700
4;640x360;13x13;1010900
4;640x360;15x15;1167200
3;320x180;3x3;476800
3;320x180;5x5;437800
3;320x180;7x7;435700
3;320x180;9x9;549100
3;320x180;11x11;513900
3;320x180;13x13;501600
3;320x180;15x15;529400
2;160x90;3x3;329700
2;160x90;5x5;326400
2;160x90;7x7;331600
2;160x90;9x9;346700
2;160x90;11x11;354600
2;160x90;13x13;375100
2;160x90;15x15;393800
1;80x45;3x3;304300
1;80x45;5x5;303200
1;80x45;7x7;312000
1;80x45;9x9;318200
1;80x45;11x11;329500
1;80x45;13x13;342300
1;80x45;15x15;351800
5;1280x720;3x3;2632300
5;1280x720;5x5;2347900
5;1280x720;7x7;2706100
5;1280x720;9x9;3106600
5;1280x720;11x11;3283000
5;1280x720;13x13;4296800
5;1280x720;15x15;4287100
4;640x360;3x3;734900
4;640x360;5x5;699100
4;640x360;7x7;806100
4;640x360;9x9;833800
4;640x360;11x11;933600
4;640x360;13x13;1037500
4;640x360;15x15;1182900
3;320x180;3x3;602300
3;320x180;5x5;550500
3;320x180;7x7;478900
3;320x180;9x9;449700
3;320x180;11x11;501900
3;320x180;13x13;713700
3;320x180;15x15;634500
2;160x90;3x3;440800
2;160x90;5x5;387100
2;160x90;7x7;419500
2;160x90;9x9;391600
2;160x90;11x11;372400
2;160x90;13x13;470100
2;160x90;15x15;470800
1;80x45;3x3;319000
1;80x45;5x5;355100
1;80x45;7x7;320800
1;80x45;9x9;333200
1;80x45;11x11;337700
1;80x45;13x13;349900
1;80x45;15x15;358700
5;1280x720;3x3;2242300
5;1280x720;5x5;2143200
5;1280x720;7x7;2350000
5;1280x720;9x9;2594000
5;1280x720;11x11;3402400
5;1280x720;13x13;3793000
5;1280x720;15x15;4251100
4;640x360;3x3;816900
4;640x360;5x5;654900
4;640x360;7x7;727400
4;640x360;9x9;794000
4;640x360;11x11;890000
4;640x360;13x13;990600
4;640x360;15x15;1178500
3;320x180;3x3;382000
3;320x180;5x5;384500
3;320x180;7x7;398900
3;320x180;9x9;432800
3;320x180;11x11;443100
3;320x180;13x13;474900
3;320x180;15x15;502100
2;160x90;3x3;321000
2;160x90;5x5;326100
2;160x90;7x7;334800
2;160x90;9x9;343100
2;160x90;11x11;412400
2;160x90;13x13;421700
2;160x90;15x15;399300
1;80x45;3x3;324300
1;80x45;5x5;310800
1;80x45;7x7;333500
1;80x45;9x9;325900
1;80x45;11x11;345700
1;80x45;13x13;332200
1;80x45;15x15;348100
5;1280x720;3x3;2330900
5;1280x720;5x5;2181600
5;1280x720;7x7;2350900
5;1280x720;9x9;2631500
5;1280x720;11x11;3060000
5;1280x720;13x13;3530700
5;1280x720;15x15;4142200
4;640x360;3x3;620800
4;640x360;5x5;693100
4;640x360;7x7;766000
4;640x360;9x9;834100
4;640x360;11x11;912600
4;640x360;13x13;1018800
4;640x360;15x15;1230500
3;320x180;3x3;516700
3;320x180;5x5;531000
3;320x180;7x7;605800
3;320x180;9x9;542700
3;320x180;11x11;555100
3;320x180;13x13;579600
3;320x180;15x15;697000
2;160x90;3x3;407200
2;160x90;5x5;329200
2;160x90;7x7;332300
2;160x90;9x9;349600
2;160x90;11x11;359300
2;160x90;13x13;365500
2;160x90;15x15;393500
1;80x45;3x3;313000
1;80x45;5x5;317800
1;80x45;7x7;315300
1;80x45;9x9;321600
1;80x45;11x11;330800
1;80x45;13x13;341600
1;80x45;15x15;355100
5;1280x720;3x3;2227300
5;1280x720;5x5;2332900
5;1280x720;7x7;2400900
5;1280x720;9x9;2939600
5;1280x720;11x11;3470200
5;1280x720;13x13;3548200
5;1280x720;15x15;4019800
4;640x360;3x3;614500
4;640x360;5x5;661200
4;640x360;7x7;766800
4;640x360;9x9;839500
4;640x360;11x11;883100
4;640x360;13x13;1065000
4;640x360;15x15;1185000
3;320x180;3x3;388400
3;320x180;5x5;385400
3;320x180;7x7;390100
3;320x180;9x9;438900
3;320x180;11x11;474900
3;320x180;13x13;489800
3;320x180;15x15;525100
2;160x90;3x3;318400
2;160x90;5x5;319800
2;160x90;7x7;326100
2;160x90;9x9;340500
2;160x90;11x11;351200
2;160x90;13x13;363800
2;160x90;15x15;378800
1;80x45;3x3;299700
1;80x45;5x5;440600
1;80x45;7x7;484700
1;80x45;9x9;455400
1;80x45;11x11;528100
1;80x45;13x13;431600
1;80x45;15x15;362400
5;1280x720;3x3;2229600
5;1280x720;5x5;2093200
5;1280x720;7x7;2316200
5;1280x720;9x9;2850200
5;1280x720;11x11;3051200
5;1280x720;13x13;3504600
5;1280x720;15x15;4031400
4;640x360;3x3;619500
4;640x360;5x5;656100
4;640x360;7x7;792900
4;640x360;9x9;845300
4;640x360;11x11;948500
4;640x360;13x13;1042600
4;640x360;15x15;1174800
3;320x180;3x3;383200
3;320x180;5x5;386900
3;320x180;7x7;415200
3;320x180;9x9;441500
3;320x180;11x11;469800
3;320x180;13x13;510700
3;320x180;15x15;604200
2;160x90;3x3;533900
2;160x90;5x5;421500
2;160x90;7x7;346800
2;160x90;9x9;371300
2;160x90;11x11;365500
2;160x90;13x13;370400
2;160x90;15x15;387700
1;80x45;3x3;350600
1;80x45;5x5;306400
1;80x45;7x7;359600
1;80x45;9x9;334400
1;80x45;11x11;338300
1;80x45;13x13;332200
1;80x45;15x15;364200
5;1280x720;3x3;2425400
5;1280x720;5x5;2073800
5;1280x720;7x7;2441900
5;1280x720;9x9;2656700
5;1280x720;11x11;2984600
5;1280x720;13x13;3624400
5;1280x720;15x15;4006200
4;640x360;3x3;609700
4;640x360;5x5;631100
4;640x360;7x7;794600
4;640x360;9x9;831200
4;640x360;11x11;928000
4;640x360;13x13;966800
4;640x360;15x15;1135600
3;320x180;3x3;384900
3;320x180;5x5;393900
3;320x180;7x7;469300
3;320x180;9x9;463800
3;320x180;11x11;464800
3;320x180;13x13;503000
3;320x180;15x15;534100
2;160x90;3x3;321000
2;160x90;5x5;363100
2;160x90;7x7;451300
2;160x90;9x9;356500
2;160x90;11x11;363100
2;160x90;13x13;370500
2;160x90;15x15;387100
1;80x45;3x3;308300
1;80x45;5x5;303400
1;80x45;7x7;321500
1;80x45;9x9;328000
1;80x45;11x11;324200
1;80x45;13x13;352600
1;80x45;15x15;365600
5;1280x720;3x3;2393700
5;1280x720;5x5;2553200
5;1280x720;7x7;2535100
5;1280x720;9x9;2738100
5;1280x720;11x11;3119200
5;1280x720;13x13;3738700
5;1280x720;15x15;4249400
4;640x360;3x3;654700
4;640x360;5x5;631700
4;640x360;7x7;855000
4;640x360;9x9;882400
4;640x360;11x11;904300
4;640x360;13x13;993300
4;640x360;15x15;1159300
3;320x180;3x3;408300
3;320x180;5x5;400100
3;320x180;7x7;429800
3;320x180;9x9;453400
3;320x180;11x11;463400
3;320x180;13x13;494600
3;320x180;15x15;513700
2;160x90;3x3;364500
2;160x90;5x5;357300
2;160x90;7x7;385100
2;160x90;9x9;372200
2;160x90;11x11;401600
2;160x90;13x13;389600
2;160x90;15x15;439600
1;80x45;3x3;329900
1;80x45;5x5;345800
1;80x45;7x7;327600
1;80x45;9x9;359400
1;80x45;11x11;339700
1;80x45;13x13;358100
1;80x45;15x15;367500
5;1280x720;3x3;2432500
5;1280x720;5x5;2278100
5;1280x720;7x7;2428100
5;1280x720;9x9;2701700
5;1280x720;11x11;3152800
5;1280x720;13x13;3568500
5;1280x720;15x15;4111200
4;640x360;3x3;816200
4;640x360;5x5;804800
4;640x360;7x7;758300
4;640x360;9x9;808300
4;640x360;11x11;892100
4;640x360;13x13;1069800
4;640x360;15x15;1220100
3;320x180;3x3;489700
3;320x180;5x5;513600
3;320x180;7x7;495400
3;320x180;9x9;530800
3;320x180;11x11;578100
3;320x180;13x13;596400
3;320x180;15x15;582200
2;160x90;3x3;339000
2;160x90;5x5;378800
2;160x90;7x7;340300
2;160x90;9x9;372800
2;160x90;11x11;360300
2;160x90;13x13;366600
2;160x90;15x15;387700
1;80x45;3x3;395700
1;80x45;5x5;549700
1;80x45;7x7;434000
1;80x45;9x9;374000
1;80x45;11x11;374700
1;80x45;13x13;386600
1;80x45;15x15;481400
5;1280x720;3x3;2486000
5;1280x720;5x5;4827700
5;1280x720;7x7;2405900
5;1280x720;9x9;2651200
5;1280x720;11x11;3150600
5;1280x720;13x13;3721900
5;1280x720;15x15;4231500
4;640x360;3x3;704600
4;640x360;5x5;704400
4;640x360;7x7;791300
4;640x360;9x9;863900
4;640x360;11x11;978600
4;640x360;13x13;1069900
4;640x360;15x15;1174200
3;320x180;3x3;461100
3;320x180;5x5;464100
3;320x180;7x7;563000
3;320x180;9x9;567300
3;320x180;11x11;522400
3;320x180;13x13;519800
3;320x180;15x15;556000
2;160x90;3x3;356200
2;160x90;5x5;334500
2;160x90;7x7;359800
2;160x90;9x9;366300
2;160x90;11x11;399400
2;160x90;13x13;394800
2;160x90;15x15;440100
1;80x45;3x3;318700
1;80x45;5x5;502000
1;80x45;7x7;370400
1;80x45;9x9;335800
1;80x45;11x11;339900
1;80x45;13x13;363200
1;80x45;15x15;360500
5;1280x720;3x3;2110800
5;1280x720;5x5;2196200
5;1280x720;7x7;2374600
5;1280x720;9x9;2621400
5;1280x720;11x11;3105600
5;1280x720;13x13;4353500
5;1280x720;15x15;4105000
4;640x360;3x3;596900
4;640x360;5x5;622400
4;640x360;7x7;678700
4;640x360;9x9;786200
4;640x360;11x11;987400
4;640x360;13x13;1111300
4;640x360;15x15;1158100
3;320x180;3x3;408400
3;320x180;5x5;422200
3;320x180;7x7;437800
3;320x180;9x9;448000
3;320x180;11x11;485900
3;320x180;13x13;547400
3;320x180;15x15;570300
2;160x90;3x3;463800
2;160x90;5x5;441500
2;160x90;7x7;450900
2;160x90;9x9;423900
2;160x90;11x11;445900
2;160x90;13x13;465400
2;160x90;15x15;599000
1;80x45;3x3;422700
1;80x45;5x5;334200
1;80x45;7x7;346200
1;80x45;9x9;496700
1;80x45;11x11;492300
1;80x45;13x13;439600
1;80x45;15x15;365800
5;1280x720;3x3;2299700
5;1280x720;5x5;2080500
5;1280x720;7x7;2390800
5;1280x720;9x9;2748700
5;1280x720;11x11;2999300
5;1280x720;13x13;3535900
5;1280x720;15x15;4085500
4;640x360;3x3;646200
4;640x360;5x5;647000
4;640x360;7x7;731300
4;640x360;9x9;841100
4;640x360;11x11;892600
4;640x360;13x13;1024200
4;640x360;15x15;1126200
3;320x180;3x3;401800
3;320x180;5x5;447700
3;320x180;7x7;443500
3;320x180;9x9;467700
3;320x180;11x11;494300
3;320x180;13x13;570500
3;320x180;15x15;566600
2;160x90;3x3;355500
2;160x90;5x5;355800
2;160x90;7x7;368300
2;160x90;9x9;374700
2;160x90;11x11;439300
2;160x90;13x13;403200
2;160x90;15x15;451500
1;80x45;3x3;330500
1;80x45;5x5;348000
1;80x45;7x7;350900
1;80x45;9x9;358300
1;80x45;11x11;350600
1;80x45;13x13;369300
1;80x45;15x15;442100
5;1280x720;3x3;2163900
5;1280x720;5x5;2166400
5;1280x720;7x7;2599900
5;1280x720;9x9;2901600
5;1280x720;11x11;3100700
5;1280x720;13x13;3895400
5;1280x720;15x15;4218100
4;640x360;3x3;669400
4;640x360;5x5;722400
4;640x360;7x7;737000
4;640x360;9x9;836100
4;640x360;11x11;935400
4;640x360;13x13;1053200
4;640x360;15x15;1117900
3;320x180;3x3;456600
3;320x180;5x5;497200
3;320x180;7x7;494900
3;320x180;9x9;439700
3;320x180;11x11;461900
3;320x180;13x13;493600
3;320x180;15x15;550100
2;160x90;3x3;342200
2;160x90;5x5;344500
2;160x90;7x7;351900
2;160x90;9x9;359100
2;160x90;11x11;370600
2;160x90;13x13;392600
2;160x90;15x15;420500
1;80x45;3x3;334900
1;80x45;5x5;335400
1;80x45;7x7;338300
1;80x45;9x9;338100
1;80x45;11x11;352200
1;80x45;13x13;360300
1;80x45;15x15;372700
5;1280x720;3x3;2533900
5;1280x720;5x5;2174400
5;1280x720;7x7;2314900
5;1280x720;9x9;2830300
5;1280x720;11x11;3252500
5;1280x720;13x13;3581900
5;1280x720;15x15;3983200
4;640x360;3x3;637200
4;640x360;5x5;687600
4;640x360;7x7;875800
4;640x360;9x9;913400
4;640x360;11x11;949400
4;640x360;13x13;1049800
4;640x360;15x15;1222900
3;320x180;3x3;485600
3;320x180;5x5;479200
3;320x180;7x7;497000
3;320x180;9x9;505400
3;320x180;11x11;586100
3;320x180;13x13;587400
3;320x180;15x15;594200
2;160x90;3x3;409900
2;160x90;5x5;425300
2;160x90;7x7;399900
2;160x90;9x9;437100
2;160x90;11x11;404300
2;160x90;13x13;427700
2;160x90;15x15;391900
1;80x45;3x3;328200
1;80x45;5x5;322700
1;80x45;7x7;319600
1;80x45;9x9;331100
1;80x45;11x11;349000
1;80x45;13x13;528700
1;80x45;15x15;389400
5;1280x720;3x3;2513500
5;1280x720;5x5;2471800
5;1280x720;7x7;2521800
5;1280x720;9x9;2763300
5;1280x720;11x11;3733900
5;1280x720;13x13;3920000
5;1280x720;15x15;4485300
4;640x360;3x3;822100
4;640x360;5x5;796400
4;640x360;7x7;792200
4;640x360;9x9;855300
4;640x360;11x11;933900
4;640x360;13x13;1117500
4;640x360;15x15;1174600
3;320x180;3x3;479100
3;320x180;5x5;435800
3;320x180;7x7;456000
3;320x180;9x9;470000
3;320x180;11x11;517200
3;320x180;13x13;560100
3;320x180;15x15;614200
2;160x90;3x3;395700
2;160x90;5x5;396100
2;160x90;7x7;357300
2;160x90;9x9;413600
2;160x90;11x11;369200
2;160x90;13x13;410800
2;160x90;15x15;405600
1;80x45;3x3;332200
1;80x45;5x5;334700
1;80x45;7x7;333800
1;80x45;9x9;363500
1;80x45;11x11;381400
1;80x45;13x13;366600
1;80x45;15x15;392200
5;1280x720;3x3;2353000
5;1280x720;5x5;2115900
5;1280x720;7x7;2426300
5;1280x720;9x9;2725800
5;1280x720;11x11;3025100
5;1280x720;13x13;3599600
5;1280x720;15x15;4372300
4;640x360;3x3;747100
4;640x360;5x5;674700
4;640x360;7x7;723600
4;640x360;9x9;822800
4;640x360;11x11;921900
4;640x360;13x13;996900
4;640x360;15x15;1147900
3;320x180;3x3;422600
3;320x180;5x5;428500
3;320x180;7x7;449700
3;320x180;9x9;459500
3;320x180;11x11;482600
3;320x180;13x13;516400
3;320x180;15x15;530300
2;160x90;3x3;347900
2;160x90;5x5;370400
2;160x90;7x7;377300
2;160x90;9x9;362100
2;160x90;11x11;397000
2;160x90;13x13;390900
2;160x90;15x15;414200
1;80x45;3x3;332500
1;80x45;5x5;332100
1;80x45;7x7;356400
1;80x45;9x9;347900
1;80x45;11x11;382000
1;80x45;13x13;369100
1;80x45;15x15;384700
5;1280x720;3x3;2361400
5;1280x720;5x5;2560500
5;1280x720;7x7;2670700
5;1280x720;9x9;2925500
5;1280x720;11x11;3279200
5;1280x720;13x13;3599500
5;1280x720;15x15;3997000
4;640x360;3x3;639400
4;640x360;5x5;649100
4;640x360;7x7;739800
4;640x360;9x9;815400
4;640x360;11x11;889900
4;640x360;13x13;988800
4;640x360;15x15;1128800
3;320x180;3x3;403600
3;320x180;5x5;410600
3;320x180;7x7;434100
3;320x180;9x9;481800
3;320x180;11x11;519900
3;320x180;13x13;504300
3;320x180;15x15;557000
2;160x90;3x3;336900
2;160x90;5x5;348000
2;160x90;7x7;340100
2;160x90;9x9;356600
2;160x90;11x11;378100
2;160x90;13x13;373400
2;160x90;15x15;395000
1;80x45;3x3;313900
1;80x45;5x5;313600
1;80x45;7x7;318600
1;80x45;9x9;391300
1;80x45;11x11;366400
1;80x45;13x13;366300
1;80x45;15x15;381600
5;1280x720;3x3;2256700
5;1280x720;5x5;2186100
5;1280x720;7x7;2326100
5;1280x720;9x9;2763600
5;1280x720;11x11;3375600
5;1280x720;13x13;3758800
5;1280x720;15x15;4041500
4;640x360;3x3;674700
4;640x360;5x5;685100
4;640x360;7x7;816300
4;640x360;9x9;1003100
4;640x360;11x11;1136300
4;640x360;13x13;1221300
4;640x360;15x15;1317200
3;320x180;3x3;470100
3;320x180;5x5;439800
3;320x180;7x7;462400
3;320x180;9x9;489700
3;320x180;11x11;495900
3;320x180;13x13;634000
3;320x180;15x15;568600
2;160x90;3x3;375000
2;160x90;5x5;381500
2;160x90;7x7;385200
2;160x90;9x9;410100
2;160x90;11x11;413000
2;160x90;13x13;391300
2;160x90;15x15;396100
1;80x45;3x3;308100
1;80x45;5x5;308300
1;80x45;7x7;309000
1;80x45;9x9;341600
1;80x45;11x11;333300
1;80x45;13x13;327900
1;80x45;15x15;341200
5;1280x720;3x3;2681800
5;1280x720;5x5;2345600
5;1280x720;7x7;2482300
5;1280x720;9x9;2791600
5;1280x720;11x11;3048600
5;1280x720;13x13;3555700
5;1280x720;15x15;4085500
4;640x360;3x3;656700
4;640x360;5x5;867100
4;640x360;7x7;828100
4;640x360;9x9;824900
4;640x360;11x11;910600
4;640x360;13x13;1031700
4;640x360;15x15;1185000
3;320x180;3x3;552700
3;320x180;5x5;471500
3;320x180;7x7;482100
3;320x180;9x9;441700
3;320x180;11x11;465400
3;320x180;13x13;492600
3;320x180;15x15;520700
2;160x90;3x3;326000
2;160x90;5x5;332100
2;160x90;7x7;336800
2;160x90;9x9;344800
2;160x90;11x11;358100
2;160x90;13x13;377700
2;160x90;15x15;415200
1;80x45;3x3;308300
1;80x45;5x5;311700
1;80x45;7x7;317900
1;80x45;9x9;331300
1;80x45;11x11;331900
1;80x45;13x13;341300
1;80x45;15x15;403200
5;1280x720;3x3;2159500
5;1280x720;5x5;2238000
5;1280x720;7x7;2455900
5;1280x720;9x9;2780900
5;1280x720;11x11;3154600
5;1280x720;13x13;3798000
5;1280x720;15x15;4024600
4;640x360;3x3;592300
4;640x360;5x5;658800
4;640x360;7x7;741300
4;640x360;9x9;803200
4;640x360;11x11;862100
4;640x360;13x13;1081700
4;640x360;15x15;1179600
3;320x180;3x3;410400
3;320x180;5x5;388900
3;320x180;7x7;409000
3;320x180;9x9;434200
3;320x180;11x11;461700
3;320x180;13x13;489800
3;320x180;15x15;541600
2;160x90;3x3;342100
2;160x90;5x5;324900
2;160x90;7x7;325000
2;160x90;9x9;332900
2;160x90;11x11;347200
2;160x90;13x13;363400
2;160x90;15x15;380200
1;80x45;3x3;300800
1;80x45;5x5;302700
1;80x45;7x7;311700
1;80x45;9x9;317600
1;80x45;11x11;325200
1;80x45;13x13;334900
1;80x45;15x15;349900
5;1280x720;3x3;2336700
5;1280x720;5x5;2131500
5;1280x720;7x7;2531200
5;1280x720;9x9;2997500
5;1280x720;11x11;3277800
5;1280x720;13x13;3746400
5;1280x720;15x15;4086900
4;640x360;3x3;667100
4;640x360;5x5;681400
4;640x360;7x7;762600
4;640x360;9x9;810200
4;640x360;11x11;896400
4;640x360;13x13;1022400
