size;resolution;mask_size;nanoseconds
4;640x360;5x5;12462100
4;640x360;7x7;22371700
4;640x360;9x9;37605500
4;640x360;11x11;54590800
4;640x360;13x13;75331700
4;640x360;15x15;99778800
3;320x180;3x3;1760000
3;320x180;5x5;3355800
3;320x180;7x7;6337100
3;320x180;9x9;9615800
3;320x180;11x11;13466500
3;320x180;13x13;18966600
3;320x180;15x15;25003000
2;160x90;3x3;1422400
2;160x90;5x5;2025100
2;160x90;7x7;3520900
2;160x90;9x9;5128200
2;160x90;11x11;6910500
2;160x90;13x13;9177400
2;160x90;15x15;11959300
1;80x45;3x3;716900
1;80x45;5x5;1315200
1;80x45;7x7;2103500
1;80x45;9x9;3185700
1;80x45;11x11;4666300
1;80x45;13x13;5801700
1;80x45;15x15;7661200
5;1280x720;3x3;19155000
5;1280x720;5x5;45883500
5;1280x720;7x7;85237700
5;1280x720;9x9;134843500
5;1280x720;11x11;197244900
5;1280x720;13x13;268393800
5;1280x720;15x15;363343500
4;640x360;3x3;5030100
4;640x360;5x5;11720800
4;640x360;7x7;22739600
4;640x360;9x9;36434800
4;640x360;11x11;53621900
4;640x360;13x13;76200900
4;640x360;15x15;102682300
3;320x180;3x3;2486800
3;320x180;5x5;3457100
3;320x180;7x7;6187800
3;320x180;9x9;10129000
3;320x180;11x11;13533700
3;320x180;13x13;19792300
3;320x180;15x15;26106400
2;160x90;3x3;4114000
2;160x90;5x5;2058500
2;160x90;7x7;4180800
2;160x90;9x9;5279200
2;160x90;11x11;7323900
2;160x90;13x13;9568000
2;160x90;15x15;13802200
1;80x45;3x3;1024300
1;80x45;5x5;2028100
1;80x45;7x7;2872900
1;80x45;9x9;3992400
1;80x45;11x11;4709300
1;80x45;13x13;6078000
1;80x45;15x15;7972700
5;1280x720;3x3;21126300
5;1280x720;5x5;49691900
5;1280x720;7x7;93848200
5;1280x720;9x9;146548400
5;1280x720;11x11;210951900
5;1280x720;13x13;283045200
5;1280x720;15x15;375977300
4;640x360;3x3;5126200
4;640x360;5x5;11854600
4;640x360;7x7;21797700
4;640x360;9x9;35138800
4;640x360;11x11;51524700
4;640x360;13x13;71141900
4;640x360;15x15;94197900
3;320x180;3x3;1581600
3;320x180;5x5;3232800
3;320x180;7x7;5902500
3;320x180;9x9;9143900
3;320x180;11x11;13325500
3;320x180;13x13;19367000
3;320x180;15x15;24080400
2;160x90;3x3;2022800
2;160x90;5x5;2186000
2;160x90;7x7;3149600
2;160x90;9x9;4851700
2;160x90;11x11;6850200
2;160x90;13x13;9219000
2;160x90;15x15;11935100
1;80x45;3x3;1035400
1;80x45;5x5;1385900
1;80x45;7x7;2184300
1;80x45;9x9;3064100
1;80x45;11x11;4384000
1;80x45;13x13;6049800
1;80x45;15x15;7623000
5;1280x720;3x3;18921900
5;1280x720;5x5;44110400
5;1280x720;7x7;81593700
5;1280x720;9x9;131393000
5;1280x720;11x11;195876200
5;1280x720;13x13;286033700
5;1280x720;15x15;401528900
4;640x360;3x3;5551700
4;640x360;5x5;12268900
4;640x360;7x7;22841100
4;640x360;9x9;36319800
4;640x360;11x11;54464800
4;640x360;13x13;74025000
4;640x360;15x15;98219300
3;320x180;3x3;1938400
3;320x180;5x5;3446100
3;320x180;7x7;6130900
3;320x180;9x9;9346100
3;320x180;11x11;13844300
3;320x180;13x13;19826800
3;320x180;15x15;24025500
2;160x90;3x3;1246400
2;160x90;5x5;1912500
2;160x90;7x7;3145600
2;160x90;9x9;4705500
2;160x90;11x11;6789400
2;160x90;13x13;9120100
2;160x90;15x15;11770700
1;80x45;3x3;771800
1;80x45;5x5;1316400
1;80x45;7x7;2115600
1;80x45;9x9;3242700
1;80x45;11x11;4420300
1;80x45;13x13;5858100
1;80x45;15x15;7514200
5;1280x720;3x3;19978500
5;1280x720;5x5;45047900
5;1280x720;7x7;82707600
5;1280x720;9x9;132527900
5;1280x720;11x11;198136100
5;1280x720;13x13;269353200
5;1280x720;15x15;370130300
4;640x360;3x3;6266200
4;640x360;5x5;12564700
4;640x360;7x7;25400800
4;640x360;9x9;40274500
4;640x360;11x11;58921000
4;640x360;13x13;79993300
4;640x360;15x15;104867100
3;320x180;3x3;3782100
3;320x180;5x5;3515700
3;320x180;7x7;6215600
3;320x180;9x9;9598600
3;320x180;11x11;14005700
3;320x180;13x13;19127100
3;320x180;15x15;25597900
2;160x90;3x3;2294300
2;160x90;5x5;2988500
2;160x90;7x7;3602100
2;160x90;9x9;5110200
2;160x90;11x11;7213000
2;160x90;13x13;9401200
2;160x90;15x15;12286100
1;80x45;3x3;1151900
1;80x45;5x5;2078700
1;80x45;7x7;2214500
1;80x45;9x9;3438100
1;80x45;11x11;4784000
1;80x45;13x13;6357400
1;80x45;15x15;7889600
5;1280x720;3x3;19906300
5;1280x720;5x5;47135300
5;1280x720;7x7;87859900
5;1280x720;9x9;141295900
5;1280x720;11x11;202485000
5;1280x720;13x13;279908100
5;1280x720;15x15;373651700
4;640x360;3x3;5214500
4;640x360;5x5;11717600
4;640x360;7x7;21818800
4;640x360;9x9;35158300
4;640x360;11x11;51373700
4;640x360;13x13;71257700
4;640x360;15x15;94189800
3;320x180;3x3;1693600
3;320x180;5x5;3278600
3;320x180;7x7;5927800
3;320x180;9x9;9224200
3;320x180;11x11;13198300
3;320x180;13x13;18185800
3;320x180;15x15;24247800
2;160x90;3x3;1019800
2;160x90;5x5;1833900
2;160x90;7x7;3123900
2;160x90;9x9;4796200
2;160x90;11x11;6712500
2;160x90;13x13;9263500
2;160x90;15x15;12020900
1;80x45;3x3;824900
1;80x45;5x5;1325000
1;80x45;7x7;2222400
1;80x45;9x9;3238500
1;80x45;11x11;4592100
1;80x45;13x13;5916100
1;80x45;15x15;7714100
5;1280x720;3x3;18468800
5;1280x720;5x5;43712900
5;1280x720;7x7;81262000
5;1280x720;9x9;132246100
5;1280x720;11x11;194146700
5;1280x720;13x13;285053300
5;1280x720;15x15;380319100
4;640x360;3x3;5849000
4;640x360;5x5;11815100
4;640x360;7x7;22766900
4;640x360;9x9;35942100
4;640x360;11x11;53229800
4;640x360;13x13;75175400
4;640x360;15x15;97754400
3;320x180;3x3;1986500
3;320x180;5x5;3304300
3;320x180;7x7;5837400
3;320x180;9x9;9421400
3;320x180;11x11;13231300
3;320x180;13x13;18338500
3;320x180;15x15;24526400
2;160x90;3x3;1027400
2;160x90;5x5;2037100
2;160x90;7x7;3169900
2;160x90;9x9;4961600
2;160x90;11x11;6824200
2;160x90;13x13;9229900
2;160x90;15x15;11921300
1;80x45;3x3;784600
1;80x45;5x5;1304200
1;80x45;7x7;2064300
1;80x45;9x9;3054400
1;80x45;11x11;4428900
1;80x45;13x13;5814100
1;80x45;15x15;7566600
5;1280x720;3x3;18507000
5;1280x720;5x5;43675300
5;1280x720;7x7;86702000
5;1280x720;9x9;131232000
5;1280x720;11x11;193565100
5;1280x720;13x13;268952000
5;1280x720;15x15;355977400
4;640x360;3x3;5317900
4;640x360;5x5;11981600
4;640x360;7x7;21766100
4;640x360;9x9;36314800
4;640x360;11x11;54161500
4;640x360;13x13;73725300
4;640x360;15x15;94445200
3;320x180;3x3;1553000
3;320x180;5x5;3219700
3;320x180;7x7;5742400
3;320x180;9x9;9425100
3;320x180;11x11;13207000
3;320x180;13x13;18146500
3;320x180;15x15;23827400
2;160x90;3x3;965200
2;160x90;5x5;1871700
2;160x90;7x7;3024500
2;160x90;9x9;4693700
2;160x90;11x11;6760700
2;160x90;13x13;9173000
2;160x90;15x15;12160500
1;80x45;3x3;816600
1;80x45;5x5;1428800
1;80x45;7x7;2088800
1;80x45;9x9;3048600
1;80x45;11x11;4433700
1;80x45;13x13;5858900
1;80x45;15x15;7465200
5;1280x720;3x3;18554900
5;1280x720;5x5;43521300
5;1280x720;7x7;81129600
5;1280x720;9x9;131972900
5;1280x720;11x11;193613900
5;1280x720;13x13;269398800
5;1280x720;15x15;366757100
4;640x360;3x3;4955600
4;640x360;5x5;11563400
4;640x360;7x7;21662400
4;640x360;9x9;35144400
4;640x360;11x11;51274300
4;640x360;13x13;71069900
4;640x360;15x15;94290000
3;320x180;3x3;1570300
3;320x180;5x5;3199800
3;320x180;7x7;5752500
3;320x180;9x9;9111200
3;320x180;11x11;13123000
3;320x180;13x13;18087800
3;320x180;15x15;23940400
2;160x90;3x3;1093000
2;160x90;5x5;1796800
2;160x90;7x7;3018600
2;160x90;9x9;4677500
2;160x90;11x11;6734300
2;160x90;13x13;9177200
2;160x90;15x15;11893500
1;80x45;3x3;765700
1;80x45;5x5;1292200
1;80x45;7x7;2104400
1;80x45;9x9;3161300
1;80x45;11x11;4351800
1;80x45;13x13;5796000
1;80x45;15x15;7388300
5;1280x720;3x3;18498600
5;1280x720;5x5;43582300
5;1280x720;7x7;81521700
5;1280x720;9x9;131005700
5;1280x720;11x11;198124300
5;1280x720;13x13;269051400
5;1280x720;15x15;356030600
4;640x360;3x3;5000300
4;640x360;5x5;11862200
4;640x360;7x7;21827000
4;640x360;9x9;34961300
4;640x360;11x11;51370700
4;640x360;13x13;71025000
4;640x360;15x15;94153000
3;320x180;3x3;1504000
3;320x180;5x5;3125500
3;320x180;7x7;5828100
3;320x180;9x9;9035100
3;320x180;11x11;13250600
3;320x180;13x13;18279500
3;320x180;15x15;23862000
2;160x90;3x3;952800
2;160x90;5x5;1744600
2;160x90;7x7;3146800
2;160x90;9x9;4751700
2;160x90;11x11;6786800
2;160x90;13x13;10175700
2;160x90;15x15;12284900
1;80x45;3x3;930900
1;80x45;5x5;1301600
1;80x45;7x7;2095000
1;80x45;9x9;3200700
1;80x45;11x11;4551800
1;80x45;13x13;5785300
1;80x45;15x15;7490000
5;1280x720;3x3;18897100
5;1280x720;5x5;44075500
5;1280x720;7x7;83854500
5;1280x720;9x9;131459500
5;1280x720;11x11;193812500
5;1280x720;13x13;269321300
5;1280x720;15x15;363157500
4;640x360;3x3;5080600
4;640x360;5x5;11783900
4;640x360;7x7;21894800
4;640x360;9x9;34919100
4;640x360;11x11;51453000
4;640x360;13x13;71055200
4;640x360;15x15;94336700
3;320x180;3x3;1884600
3;320x180;5x5;3305400
3;320x180;7x7;5758400
3;320x180;9x9;9209600
3;320x180;11x11;13344000
3;320x180;13x13;18226700
3;320x180;15x15;24096800
2;160x90;3x3;925100
2;160x90;5x5;1749300
2;160x90;7x7;2974300
2;160x90;9x9;4715300
2;160x90;11x11;6820400
2;160x90;13x13;9009600
2;160x90;15x15;11862300
1;80x45;3x3;724900
1;80x45;5x5;1273200
1;80x45;7x7;2168200
1;80x45;9x9;3108300
1;80x45;11x11;4333300
1;80x45;13x13;5813000
1;80x45;15x15;7430800
5;1280x720;3x3;18535200
5;1280x720;5x5;43886200
5;1280x720;7x7;80852300
5;1280x720;9x9;131249400
5;1280x720;11x11;193492400
5;1280x720;13x13;276964900
5;1280x720;15x15;355971100
4;640x360;3x3;4967800
4;640x360;5x5;11599500
4;640x360;7x7;21568100
4;640x360;9x9;34815300
4;640x360;11x11;50997400
4;640x360;13x13;70858400
4;640x360;15x15;94066700
3;320x180;3x3;1484400
3;320x180;5x5;3189700
3;320x180;7x7;5700200
3;320x180;9x9;8981500
3;320x180;11x11;13086200
3;320x180;13x13;18094800
3;320x180;15x15;23876500
2;160x90;3x3;1056700
2;160x90;5x5;1750200
2;160x90;7x7;2966900
2;160x90;9x9;4643500
2;160x90;11x11;6629300
2;160x90;13x13;8980900
2;160x90;15x15;11889800
1;80x45;3x3;713900
1;80x45;5x5;1257400
1;80x45;7x7;2075300
1;80x45;9x9;3112400
1;80x45;11x11;4424300
1;80x45;13x13;5805100
1;80x45;15x15;7427600
5;1280x720;3x3;18426300
5;1280x720;5x5;43199300
5;1280x720;7x7;81027000
5;1280x720;9x9;143302400
5;1280x720;11x11;194176300
5;1280x720;13x13;268320300
5;1280x720;15x15;356093100
4;640x360;3x3;4873000
4;640x360;5x5;11560900
4;640x360;7x7;21478300
4;640x360;9x9;34720100
4;640x360;11x11;51418600
4;640x360;13x13;70944400
4;640x360;15x15;98595800
3;320x180;3x3;1737600
3;320x180;5x5;3248000
3;320x180;7x7;5771100
3;320x180;9x9;9027000
3;320x180;11x11;13138800
3;320x180;13x13;18117200
3;320x180;15x15;23722900
2;160x90;3x3;902800
2;160x90;5x5;1735200
2;160x90;7x7;2972600
2;160x90;9x9;4606100
2;160x90;11x11;6674500
2;160x90;13x13;9017000
2;160x90;15x15;11727500
1;80x45;3x3;701400
1;80x45;5x5;1233200
1;80x45;7x7;2105500
1;80x45;9x9;3135300
1;80x45;11x11;4270400
1;80x45;13x13;5883900
1;80x45;15x15;7633500
5;1280x720;3x3;18781800
5;1280x720;5x5;43225200
5;1280x720;7x7;81261500
5;1280x720;9x9;131104300
5;1280x720;11x11;193633100
5;1280x720;13x13;268282800
5;1280x720;15x15;364290800
4;640x360;3x3;4892100
4;640x360;5x5;11546100
4;640x360;7x7;21538400
4;640x360;9x9;35092500
4;640x360;11x11;51202700
4;640x360;13x13;71067700
4;640x360;15x15;94166300
3;320x180;3x3;1503300
3;320x180;5x5;3160700
3;320x180;7x7;5710900
3;320x180;9x9;9004300
3;320x180;11x11;13065800
3;320x180;13x13;17998300
3;320x180;15x15;23715100
2;160x90;3x3;916100
2;160x90;5x5;1728000
2;160x90;7x7;2957000
2;160x90;9x9;4597900
2;160x90;11x11;6608300
2;160x90;13x13;9063700
2;160x90;15x15;11836900
1;80x45;3x3;720800
1;80x45;5x5;1240100
1;80x45;7x7;2106400
1;80x45;9x9;3075800
1;80x45;11x11;4356100
1;80x45;13x13;5768000
1;80x45;15x15;7465100
5;1280x720;3x3;18228300
5;1280x720;5x5;43417300
5;1280x720;7x7;80741000
5;1280x720;9x9;131424200
5;1280x720;11x11;193281000
5;1280x720;13x13;276747000
5;1280x720;15x15;355845200
4;640x360;3x3;5091100
4;640x360;5x5;12027400
4;640x360;7x7;22393900
4;640x360;9x9;35130500
4;640x360;11x11;51770800
4;640x360;13x13;71021200
4;640x360;15x15;94158300
3;320x180;3x3;1678200
3;320x180;5x5;3279300
3;320x180;7x7;5736900
3;320x180;9x9;9062800
3;320x180;11x11;13157800
3;320x180;13x13;18052300
3;320x180;15x15;23824200
2;160x90;3x3;945100
2;160x90;5x5;1740200
2;160x90;7x7;2982100
2;160x90;9x9;4618200
2;160x90;11x11;6620000
2;160x90;13x13;9016400
2;160x90;15x15;11810300
1;80x45;3x3;691900
1;80x45;5x5;1352400
1;80x45;7x7;2072300
1;80x45;9x9;3104900
1;80x45;11x11;4472400
1;80x45;13x13;5789700
1;80x45;15x15;7487600
5;1280x720;3x3;18609000
5;1280x720;5x5;43320700
5;1280x720;7x7;83037900
5;1280x720;9x9;132291800
5;1280x720;11x11;193753400
5;1280x720;13x13;269057200
5;1280x720;15x15;355858500
4;640x360;3x3;4880300
4;640x360;5x5;11542700
4;640x360;7x7;21555000
4;640x360;9x9;34689500
4;640x360;11x11;53602000
4;640x360;13x13;77906200
4;640x360;15x15;94037900
3;320x180;3x3;1542500
3;320x180;5x5;3205300
3;320x180;7x7;5745600
3;320x180;9x9;9067800
3;320x180;11x11;13247300
3;320x180;13x13;18033200
3;320x180;15x15;23806600
2;160x90;3x3;946300
2;160x90;5x5;1736600
2;160x90;7x7;3001200
2;160x90;9x9;4694100
2;160x90;11x11;6655700
2;160x90;13x13;9097200
2;160x90;15x15;11827700
1;80x45;3x3;721100
1;80x45;5x5;1241900
1;80x45;7x7;2065800
1;80x45;9x9;3132100
1;80x45;11x11;4268900
1;80x45;13x13;5915500
1;80x45;15x15;7482700
5;1280x720;3x3;18409700
5;1280x720;5x5;43343700
5;1280x720;7x7;81221400
5;1280x720;9x9;131108300
5;1280x720;11x11;193568200
5;1280x720;13x13;268267100
5;1280x720;15x15;371496000
4;640x360;3x3;5065600
4;640x360;5x5;11628300
4;640x360;7x7;21633700
4;640x360;9x9;34761000
4;640x360;11x11;51641800
4;640x360;13x13;70946000
4;640x360;15x15;93952400
3;320x180;3x3;1516900
3;320x180;5x5;3159100
3;320x180;7x7;5646600
3;320x180;9x9;9111700
3;320x180;11x11;13079000
3;320x180;13x13;18232400
3;320x180;15x15;23742700
2;160x90;3x3;911500
2;160x90;5x5;1746400
2;160x90;7x7;2961600
2;160x90;9x9;4671800
2;160x90;11x11;6720900
2;160x90;13x13;9256100
2;160x90;15x15;12080300
1;80x45;3x3;899100
1;80x45;5x5;1381000
1;80x45;7x7;2086500
1;80x45;9x9;3037200
1;80x45;11x11;4261600
1;80x45;13x13;5900800
1;80x45;15x15;7376000
5;1280x720;3x3;19154800
5;1280x720;5x5;43254400
5;1280x720;7x7;83361000
5;1280x720;9x9;130965600
5;1280x720;11x11;198732400
5;1280x720;13x13;268473900
5;1280x720;15x15;358109600
4;640x360;3x3;4886900
4;640x360;5x5;11585700
4;640x360;7x7;21612900
4;640x360;9x9;34754200
4;640x360;11x11;51163700
4;640x360;13x13;71058900
4;640x360;15x15;93984000
3;320x180;3x3;1640500
3;320x180;5x5;3191100
3;320x180;7x7;5648100
3;320x180;9x9;9095300
3;320x180;11x11;13166800
3;320x180;13x13;18173100
3;320x180;15x15;23997600
2;160x90;3x3;1044300
2;160x90;5x5;1941400
2;160x90;7x7;3078900
2;160x90;9x9;4885500
2;160x90;11x11;6916400
2;160x90;13x13;9213600
2;160x90;15x15;11979400
1;80x45;3x3;734200
1;80x45;5x5;1376600
1;80x45;7x7;2033600
1;80x45;9x9;3142500
1;80x45;11x11;4397400
1;80x45;13x13;6054300
1;80x45;15x15;7562700
5;1280x720;3x3;18251600
5;1280x720;5x5;43268000
5;1280x720;7x7;80983500
5;1280x720;9x9;130997300
5;1280x720;11x11;193529000
5;1280x720;13x13;268283500
5;1280x720;15x15;362664000
4;640x360;3x3;5156300
4;640x360;5x5;11502600
4;640x360;7x7;21433900
4;640x360;9x9;34765100
4;640x360;11x11;51084200
4;640x360;13x13;70945400
4;640x360;15x15;93928200
3;320x180;3x3;1538200
3;320x180;5x5;3135500
3;320x180;7x7;5650900
3;320x180;9x9;8958500
3;320x180;11x11;13147600
3;320x180;13x13;18259400
3;320x180;15x15;23787200
2;160x90;3x3;974200
2;160x90;5x5;1724600
2;160x90;7x7;2993600
2;160x90;9x9;4713700
2;160x90;11x11;6672300
2;160x90;13x13;9025800
2;160x90;15x15;11775300
1;80x45;3x3;785200
1;80x45;5x5;1327000
1;80x45;7x7;2129100
1;80x45;9x9;3124600
1;80x45;11x11;4336500
1;80x45;13x13;5855000
1;80x45;15x15;7512200
5;1280x720;3x3;18477700
5;1280x720;5x5;43117400
5;1280x720;7x7;81224800
5;1280x720;9x9;131173800
5;1280x720;11x11;193729100
5;1280x720;13x13;276780700
5;1280x720;15x15;355724100
4;640x360;3x3;4925000
4;640x360;5x5;11559400
4;640x360;7x7;21636700
4;640x360;9x9;34824600
4;640x360;11x11;51113800
4;640x360;13x13;70941700
4;640x360;15x15;93953000
3;320x180;3x3;1536500
3;320x180;5x5;3206900
3;320x180;7x7;5682500
3;320x180;9x9;9060000
3;320x180;11x11;13131100
3;320x180;13x13;18102000
3;320x180;15x15;23912500
2;160x90;3x3;998300
2;160x90;5x5;1846400
2;160x90;7x7;3063200
2;160x90;9x9;4682500
2;160x90;11x11;6660000
2;160x90;13x13;9057800
2;160x90;15x15;11868800
1;80x45;3x3;809900
1;80x45;5x5;1331400
1;80x45;7x7;2128400
1;80x45;9x9;3138000
1;80x45;11x11;4372800
1;80x45;13x13;5831100
1;80x45;15x15;7470000
5;1280x720;3x3;18197100
5;1280x720;5x5;43202000
5;1280x720;7x7;80908900
5;1280x720;9x9;134281700
5;1280x720;11x11;196567600
5;1280x720;13x13;268418400
5;1280x720;15x15;355937300
4;640x360;3x3;5146200
4;640x360;5x5;11770300
4;640x360;7x7;21595200
4;640x360;9x9;34792300
4;640x360;11x11;51149200
4;640x360;13x13;72682900
4;640x360;15x15;99396900
3;320x180;3x3;1647500
3;320x180;5x5;3438900
3;320x180;7x7;5833800
3;320x180;9x9;8993900
3;320x180;11x11;13122200
3;320x180;13x13;18017500
3;320x180;15x15;23752900
2;160x90;3x3;905200
2;160x90;5x5;1738100
2;160x90;7x7;2989700
2;160x90;9x9;4660800
2;160x90;11x11;6641200
2;160x90;13x13;9023200
2;160x90;15x15;11815100
1;80x45;3x3;706700
1;80x45;5x5;1310300
1;80x45;7x7;2170400
1;80x45;9x9;3198200
1;80x45;11x11;4447500
1;80x45;13x13;5891700
1;80x45;15x15;7587800
5;1280x720;3x3;18253500
5;1280x720;5x5;43181700
5;1280x720;7x7;81439000
5;1280x720;9x9;131074800
5;1280x720;11x11;193746200
5;1280x720;13x13;268756200
5;1280x720;15x15;368445000
4;640x360;3x3;5096300
4;640x360;5x5;11713800
4;640x360;7x7;21654900
4;640x360;9x9;34735200
4;640x360;11x11;51323700
4;640x360;13x13;71161900
4;640x360;15x15;94114100
3;320x180;3x3;1525300
3;320x180;5x5;3215400
3;320x180;7x7;5669200
3;320x180;9x9;9039500
3;320x180;11x11;13172700
3;320x180;13x13;18172900
3;320x180;15x15;23884700
2;160x90;3x3;967200
2;160x90;5x5;1781200
2;160x90;7x7;3159100
2;160x90;9x9;4659500
2;160x90;11x11;6813200
2;160x90;13x13;9304500
2;160x90;15x15;12159400
1;80x45;3x3;784900
1;80x45;5x5;1326500
1;80x45;7x7;2164200
1;80x45;9x9;3353700
1;80x45;11x11;4425200
1;80x45;13x13;6017800
1;80x45;15x15;7593200
5;1280x720;3x3;18489800
5;1280x720;5x5;43484500
5;1280x720;7x7;81117800
5;1280x720;9x9;134595500
5;1280x720;11x11;193979300
5;1280x720;13x13;273235300
5;1280x720;15x15;356274200
4;640x360;3x3;5182900
4;640x360;5x5;11799000
4;640x360;7x7;21803300
4;640x360;9x9;34851900
4;640x360;11x11;51540200
4;640x360;13x13;70944400
4;640x360;15x15;93960200
3;320x180;3x3;1513100
3;320x180;5x5;3177800
3;320x180;7x7;5659900
3;320x180;9x9;9001500
3;320x180;11x11;13115200
3;320x180;13x13;18017600
3;320x180;15x15;23760600
2;160x90;3x3;919600
2;160x90;5x5;1708900
2;160x90;7x7;2979700
2;160x90;9x9;4699300
2;160x90;11x11;6670300
2;160x90;13x13;9107000
2;160x90;15x15;11799200
1;80x45;3x3;710100
1;80x45;5x5;1237200
1;80x45;7x7;2045700
1;80x45;9x9;3080700
1;80x45;11x11;4389800
1;80x45;13x13;5885200
1;80x45;15x15;7439600
5;1280x720;3x3;18577500
5;1280x720;5x5;46285400
5;1280x720;7x7;80811900
5;1280x720;9x9;131279400
5;1280x720;11x11;193454800
5;1280x720;13x13;268325900
5;1280x720;15x15;358300400
4;640x360;3x3;5178400
4;640x360;5x5;11756800
4;640x360;7x7;21566500
4;640x360;9x9;34794300
4;640x360;11x11;51308800
4;640x360;13x13;70965600
4;640x360;15x15;94196700
3;320x180;3x3;1594800
3;320x180;5x5;3108600
3;320x180;7x7;5713200
3;320x180;9x9;9054700
3;320x180;11x11;13279300
3;320x180;13x13;18083900
3;320x180;15x15;23892600
2;160x90;3x3;924500
2;160x90;5x5;1745700
2;160x90;7x7;2966300
2;160x90;9x9;4646100
2;160x90;11x11;6707600
2;160x90;13x13;9037500
2;160x90;15x15;11823000
1;80x45;3x3;711900
1;80x45;5x5;1274100
1;80x45;7x7;2079900
1;80x45;9x9;3080200
1;80x45;11x11;4365500
1;80x45;13x13;5856100
1;80x45;15x15;7445600
5;1280x720;3x3;18096600
5;1280x720;5x5;43157700
5;1280x720;7x7;81138900
5;1280x720;9x9;131192300
5;1280x720;11x11;193404800
5;1280x720;13x13;277740700
5;1280x720;15x15;355879200
4;640x360;3x3;4864300
4;640x360;5x5;11456000
4;640x360;7x7;21536900
4;640x360;9x9;34875900
4;640x360;11x11;51182100
4;640x360;13x13;70944600
4;640x360;15x15;93905000
3;320x180;3x3;1495300
3;320x180;5x5;3317800
3;320x180;7x7;5691700
3;320x180;9x9;9162900
3;320x180;11x11;13121000
3;320x180;13x13;18184600
3;320x180;15x15;24086700
2;160x90;3x3;995000
2;160x90;5x5;1834600
2;160x90;7x7;2976500
2;160x90;9x9;4634000
2;160x90;11x11;6664400
2;160x90;13x13;8981700
2;160x90;15x15;11777500
1;80x45;3x3;734600
1;80x45;5x5;1307500
1;80x45;7x7;2041700
1;80x45;9x9;3151600
1;80x45;11x11;4412400
1;80x45;13x13;5857700
1;80x45;15x15;7730400
5;1280x720;3x3;19194300
5;1280x720;5x5;43207800
5;1280x720;7x7;81310000
5;1280x720;9x9;135739200
5;1280x720;11x11;194013500
5;1280x720;13x13;268449300
5;1280x720;15x15;356240800
4;640x360;3x3;5007900
4;640x360;5x5;11516600
4;640x360;7x7;21579500
4;640x360;9x9;35324200
4;640x360;11x11;51307100
4;640x360;13x13;72513600
4;640x360;15x15;98707000
3;320x180;3x3;1624600
3;320x180;5x5;3215400
3;320x180;7x7;5671800
3;320x180;9x9;9081400
3;320x180;11x11;13279600
3;320x180;13x13;18182800
3;320x180;15x15;23849900
2;160x90;3x3;1236600
2;160x90;5x5;1776800
2;160x90;7x7;3059500
2;160x90;9x9;4689300
2;160x90;11x11;6676900
2;160x90;13x13;9086300
2;160x90;15x15;11988200
1;80x45;3x3;1040000
1;80x45;5x5;1336200
1;80x45;7x7;2103400
1;80x45;9x9;3110900
1;80x45;11x11;4323400
1;80x45;13x13;5737100
1;80x45;15x15;7602600
5;1280x720;3x3;18453400
5;1280x720;5x5;43643000
5;1280x720;7x7;80760500
5;1280x720;9x9;131158800
5;1280x720;11x11;193785800
5;1280x720;13x13;268340900
5;1280x720;15x15;364252800
4;640x360;3x3;4869500
4;640x360;5x5;11710200
4;640x360;7x7;21626600
4;640x360;9x9;34959000
4;640x360;11x11;51294300
4;640x360;13x13;71440200
4;640x360;15x15;95257900
3;320x180;3x3;1658100
3;320x180;5x5;3266300
3;320x180;7x7;5776100
3;320x180;9x9;9252700
3;320x180;11x11;13354500
3;320x180;13x13;18263400
3;320x180;15x15;24590400
2;160x90;3x3;969800
2;160x90;5x5;1735700
2;160x90;7x7;3033400
2;160x90;9x9;4675600
2;160x90;11x11;6855300
2;160x90;13x13;9065700
2;160x90;15x15;11881900
1;80x45;3x3;703300
1;80x45;5x5;1267000
1;80x45;7x7;2084000
1;80x45;9x9;3130700
1;80x45;11x11;4382200
1;80x45;13x13;5836100
1;80x45;15x15;7417000
5;1280x720;3x3;18354300
5;1280x720;5x5;43945800
5;1280x720;7x7;83607100
5;1280x720;9x9;132185000
5;1280x720;11x11;197614400
5;1280x720;13x13;278038200
5;1280x720;15x15;358193800
4;640x360;3x3;5052400
4;640x360;5x5;11915100
4;640x360;7x7;21621900
4;640x360;9x9;34901000
4;640x360;11x11;51488700
4;640x360;13x13;71008400
4;640x360;15x15;94174600
3;320x180;3x3;1773000
3;320x180;5x5;3241200
3;320x180;7x7;5926600
3;320x180;9x9;9069000
3;320x180;11x11;13193000
3;320x180;13x13;18151600
3;320x180;15x15;24016300
2;160x90;3x3;1031700
2;160x90;5x5;1784300
2;160x90;7x7;3037500
2;160x90;9x9;4736300
2;160x90;11x11;6724000
2;160x90;13x13;9096600
2;160x90;15x15;11983300
1;80x45;3x3;851200
1;80x45;5x5;1421300
1;80x45;7x7;2190800
1;80x45;9x9;3192700
1;80x45;11x11;5182600
1;80x45;13x13;6095200
1;80x45;15x15;7444500
5;1280x720;3x3;18711200
5;1280x720;5x5;44139400
5;1280x720;7x7;80911900
5;1280x720;9x9;130903400
5;1280x720;11x11;196448900
5;1280x720;13x13;268326000
5;1280x720;15x15;360848100
4;640x360;3x3;5112700
4;640x360;5x5;11532600
4;640x360;7x7;21573600
4;640x360;9x9;34753900
4;640x360;11x11;51273800
4;640x360;13x13;71143800
4;640x360;15x15;93975800
3;320x180;3x3;1477500
