size;resolution;mask_size;nanoseconds
4;640x360;7x7;761600
4;640x360;9x9;835700
3;320x180;3x3;405300
3;320x180;5x5;409300
3;320x180;7x7;431200
3;320x180;9x9;452400
2;160x90;3x3;382500
2;160x90;5x5;351800
2;160x90;7x7;365000
2;160x90;9x9;354700
1;80x45;3x3;334400
1;80x45;5x5;389600
1;80x45;7x7;493900
1;80x45;9x9;407100
5;1280x720;3x3;2308900
5;1280x720;5x5;2153000
5;1280x720;7x7;2211200
5;1280x720;9x9;2622400
4;640x360;3x3;689400
4;640x360;5x5;777700
4;640x360;7x7;761600
4;640x360;9x9;832500
3;320x180;3x3;459600
3;320x180;5x5;525800
3;320x180;7x7;505400
3;320x180;9x9;534000
2;160x90;3x3;389500
2;160x90;5x5;437900
2;160x90;7x7;448500
2;160x90;9x9;426300
1;80x45;3x3;389000
1;80x45;5x5;361800
1;80x45;7x7;376400
1;80x45;9x9;333800
5;1280x720;3x3;2853500
5;1280x720;5x5;2451200
5;1280x720;7x7;2715200
5;1280x720;9x9;2717600
4;640x360;3x3;785800
4;640x360;5x5;710400
4;640x360;7x7;751100
4;640x360;9x9;827900
3;320x180;3x3;415500
3;320x180;5x5;386300
3;320x180;7x7;471300
3;320x180;9x9;446000
2;160x90;3x3;319600
2;160x90;5x5;317800
2;160x90;7x7;325800
2;160x90;9x9;395100
1;80x45;3x3;318600
1;80x45;5x5;310800
1;80x45;7x7;327700
1;80x45;9x9;331900
5;1280x720;3x3;2448200
5;1280x720;5x5;2344700
5;1280x720;7x7;2722100
5;1280x720;9x9;3523400
4;640x360;3x3;754600
4;640x360;5x5;812700
4;640x360;7x7;1032300
4;640x360;9x9;1037400
3;320x180;3x3;482700
3;320x180;5x5;465000
3;320x180;7x7;509800
3;320x180;9x9;575400
2;160x90;3x3;404100
2;160x90;5x5;435400
2;160x90;7x7;417500
2;160x90;9x9;436200
1;80x45;3x3;466000
1;80x45;5x5;390800
1;80x45;7x7;392800
1;80x45;9x9;416600
5;1280x720;3x3;2139500
5;1280x720;5x5;2528600
5;1280x720;7x7;2745500
5;1280x720;9x9;3166300
4;640x360;3x3;771400
4;640x360;5x5;808300
4;640x360;7x7;891600
4;640x360;9x9;1012600
3;320x180;3x3;444200
3;320x180;5x5;443400
3;320x180;7x7;483900
3;320x180;9x9;516500
2;160x90;3x3;360400
2;160x90;5x5;363400
2;160x90;7x7;375100
2;160x90;9x9;395400
1;80x45;3x3;479600
1;80x45;5x5;371300
1;80x45;7x7;465000
1;80x45;9x9;367500
5;1280x720;3x3;6042900
5;1280x720;5x5;6205200
5;1280x720;7x7;3510900
5;1280x720;9x9;4104100
4;640x360;3x3;1403100
4;640x360;5x5;1369600
4;640x360;7x7;1624700
4;640x360;9x9;1308800
3;320x180;3x3;635200
3;320x180;5x5;697400
3;320x180;7x7;848900
3;320x180;9x9;850000
2;160x90;3x3;851900
2;160x90;5x5;764500
2;160x90;7x7;589300
2;160x90;9x9;575000
1;80x45;3x3;496700
1;80x45;5x5;567900
1;80x45;7x7;590500
1;80x45;9x9;598500
5;1280x720;3x3;2632400
5;1280x720;5x5;2467400
5;1280x720;7x7;2673200
5;1280x720;9x9;3249600
4;640x360;3x3;770600
4;640x360;5x5;762300
4;640x360;7x7;863300
4;640x360;9x9;976500
3;320x180;3x3;455100
3;320x180;5x5;477800
3;320x180;7x7;527600
3;320x180;9x9;540400
2;160x90;3x3;420100
2;160x90;5x5;426200
2;160x90;7x7;439800
2;160x90;9x9;490200
1;80x45;3x3;371900
1;80x45;5x5;398100
1;80x45;7x7;440600
1;80x45;9x9;366900
5;1280x720;3x3;2276900
5;1280x720;5x5;2248500
5;1280x720;7x7;2606200
5;1280x720;9x9;3109000
4;640x360;3x3;691400
4;640x360;5x5;758100
4;640x360;7x7;848900
4;640x360;9x9;969100
3;320x180;3x3;522300
3;320x180;5x5;503000
3;320x180;7x7;533200
3;320x180;9x9;562800
2;160x90;3x3;413300
2;160x90;5x5;417000
2;160x90;7x7;424500
2;160x90;9x9;4778400
1;80x45;3x3;587500
1;80x45;5x5;492600
1;80x45;7x7;485100
1;80x45;9x9;378900
5;1280x720;3x3;2203400
5;1280x720;5x5;2549900
5;1280x720;7x7;2792900
5;1280x720;9x9;3168700
4;640x360;3x3;713800
4;640x360;5x5;771100
4;640x360;7x7;960600
4;640x360;9x9;1110800
3;320x180;3x3;508000
3;320x180;5x5;489400
3;320x180;7x7;471500
3;320x180;9x9;588100
2;160x90;3x3;382900
2;160x90;5x5;476300
2;160x90;7x7;468300
2;160x90;9x9;500900
1;80x45;3x3;459000
1;80x45;5x5;422200
1;80x45;7x7;445100
1;80x45;9x9;434500
5;1280x720;3x3;2508800
5;1280x720;5x5;2271300
5;1280x720;7x7;2617200
5;1280x720;9x9;3366100
4;640x360;3x3;771900
4;640x360;5x5;808200
4;640x360;7x7;960800
4;640x360;9x9;1203200
3;320x180;3x3;581200
3;320x180;5x5;542300
3;320x180;7x7;519100
3;320x180;9x9;514000
2;160x90;3x3;398700
2;160x90;5x5;406200
2;160x90;7x7;542800
2;160x90;9x9;446200
1;80x45;3x3;380800
1;80x45;5x5;381800
1;80x45;7x7;388700
1;80x45;9x9;388900
5;1280x720;3x3;2458100
5;1280x720;5x5;2447300
5;1280x720;7x7;2697500
5;1280x720;9x9;3174300
4;640x360;3x3;719100
4;640x360;5x5;775000
4;640x360;7x7;848400
4;640x360;9x9;1086800
3;320x180;3x3;472700
3;320x180;5x5;519800
3;320x180;7x7;548300
3;320x180;9x9;540500
2;160x90;3x3;403000
2;160x90;5x5;400500
2;160x90;7x7;423700
2;160x90;9x9;424500
1;80x45;3x3;424200
1;80x45;5x5;402800
1;80x45;7x7;381700
1;80x45;9x9;407000
